model,model-type,concept1,concept2,raw-counts,accuracy
llama,lm,poster,sign,"(5, 9)",55.55555556
llama,lm,bench,seat,"(373, 426)",87.55868545
llama,lm,bench,furniture,"(333, 426)",78.16901408
llama,lm,cupboard,furniture,"(4, 6)",66.66666667
llama,lm,patio,area,"(2, 3)",66.66666667
llama,lm,crowd,gathering,"(4, 5)",80
llama,lm,crowd,group,"(4, 5)",80
vicuna,lm,bedspread,bedding,"(5, 5)",100
vicuna,lm,bedspread,covering,"(5, 5)",100
vicuna,lm,bedding,covering,"(107, 117)",91.45299145
vicuna,lm,giraffe,mammal,"(279, 304)",91.77631579
vicuna,lm,giraffe,vertebrate,"(281, 304)",92.43421053
vicuna,lm,giraffe,animal,"(286, 304)",94.07894737
vicuna,lm,mammal,vertebrate,"(3644, 4015)",90.75965131
vicuna,lm,mammal,animal,"(3881, 4015)",96.66251557
vicuna,lm,vertebrate,animal,"(4053, 4236)",95.67988669
vicuna,lm,bunny,rabbit,"(22, 22)",100
vicuna,lm,bunny,mammal,"(21, 22)",95.45454545
vicuna,lm,bunny,vertebrate,"(15, 22)",68.18181818
vicuna,lm,bunny,animal,"(22, 22)",100
vicuna,lm,rabbit,mammal,"(21, 22)",95.45454545
vicuna,lm,rabbit,vertebrate,"(15, 22)",68.18181818
vicuna,lm,rabbit,animal,"(22, 22)",100
vicuna,lm,mask,protective covering,"(1, 2)",50
vicuna,lm,mask,covering,"(2, 2)",100
vicuna,lm,protective covering,covering,"(72, 80)",90
vicuna,lm,dishwasher,home appliance,"(7, 9)",77.77777778
vicuna,lm,dishwasher,appliance,"(8, 9)",88.88888889
vicuna,lm,home appliance,appliance,"(190, 196)",96.93877551
vicuna,lm,bed,bedroom furniture,"(110, 123)",89.43089431
vicuna,lm,bed,furniture,"(107, 123)",86.99186992
vicuna,lm,bedroom furniture,furniture,"(106, 113)",93.80530973
vicuna,lm,flower,plant,"(64, 68)",94.11764706
vicuna,lm,burner,heating element,"(8, 8)",100
vicuna,lm,station,facility,"(11, 12)",91.66666667
vicuna,lm,bread,baked good,"(3, 3)",100
vicuna,lm,bread,food,"(3, 3)",100
vicuna,lm,baked good,food,"(128, 138)",92.75362319
vicuna,lm,blender,mixer,"(7, 8)",87.5
vicuna,lm,blender,kitchen utensil,"(7, 8)",87.5
vicuna,lm,blender,utensil,"(7, 8)",87.5
vicuna,lm,mixer,kitchen utensil,"(7, 7)",100
vicuna,lm,mixer,utensil,"(7, 7)",100
vicuna,lm,kitchen utensil,utensil,"(54, 60)",90
vicuna,lm,sculpture,artwork,"(4, 4)",100
vicuna,lm,sculpture,art,"(4, 4)",100
vicuna,lm,artwork,art,"(84, 86)",97.6744186
vicuna,lm,skateboarder,athlete,"(13, 17)",76.47058824
vicuna,lm,skateboarder,person,"(15, 17)",88.23529412
vicuna,lm,athlete,person,"(74, 81)",91.35802469
vicuna,lm,cooker,kitchen utensil,"(1, 2)",50
vicuna,lm,cooker,utensil,"(1, 2)",50
vicuna,lm,paddle,bat,"(5, 7)",71.42857143
vicuna,lm,paddle,club,"(5, 7)",71.42857143
vicuna,lm,paddle,stick,"(5, 7)",71.42857143
vicuna,lm,bat,club,"(88, 115)",76.52173913
vicuna,lm,bat,stick,"(98, 115)",85.2173913
vicuna,lm,club,stick,"(85, 93)",91.39784946
vicuna,lm,baseball,game,"(8, 12)",66.66666667
vicuna,lm,ginger,spice,"(0, 1)",0
vicuna,lm,ginger,food,"(0, 1)",0
vicuna,lm,spice,food,"(1, 1)",100
vicuna,lm,lamp,furniture,"(19, 33)",57.57575758
vicuna,lm,owl,bird of prey,"(4, 4)",100
vicuna,lm,owl,bird,"(3, 4)",75
vicuna,lm,owl,vertebrate,"(3, 4)",75
vicuna,lm,owl,animal,"(3, 4)",75
vicuna,lm,bird of prey,bird,"(15, 16)",93.75
vicuna,lm,bird of prey,vertebrate,"(13, 16)",81.25
vicuna,lm,bird of prey,animal,"(15, 16)",93.75
vicuna,lm,bird,vertebrate,"(298, 332)",89.75903614
vicuna,lm,bird,animal,"(312, 332)",93.97590361
vicuna,lm,tomato,vegetable,"(1, 1)",100
vicuna,lm,tomato,produce,"(1, 1)",100
vicuna,lm,tomato,food,"(1, 1)",100
vicuna,lm,vegetable,produce,"(89, 96)",92.70833333
vicuna,lm,vegetable,food,"(92, 96)",95.83333333
vicuna,lm,produce,food,"(91, 96)",94.79166667
vicuna,lm,cage,enclosure,"(2, 2)",100
vicuna,lm,bear,mammal,"(226, 254)",88.97637795
vicuna,lm,bear,vertebrate,"(230, 254)",90.5511811
vicuna,lm,bear,animal,"(238, 254)",93.7007874
vicuna,lm,clock,instrument,"(328, 401)",81.79551122
vicuna,lm,clock,device,"(325, 401)",81.04738155
vicuna,lm,instrument,device,"(336, 367)",91.55313351
vicuna,lm,suitcase,baggage,"(28, 30)",93.33333333
vicuna,lm,suitcase,case,"(29, 30)",96.66666667
vicuna,lm,suitcase,container,"(26, 30)",86.66666667
vicuna,lm,baggage,case,"(28, 28)",100
vicuna,lm,baggage,container,"(25, 28)",89.28571429
vicuna,lm,case,container,"(32, 36)",88.88888889
vicuna,lm,blanket,bedding,"(91, 104)",87.5
vicuna,lm,blanket,covering,"(94, 104)",90.38461538
vicuna,lm,glaze,topping,"(2, 2)",100
vicuna,lm,glaze,garnish,"(2, 2)",100
vicuna,lm,topping,garnish,"(2, 2)",100
vicuna,lm,dish,container,"(10, 13)",76.92307692
vicuna,lm,bus,motor vehicle,"(156, 171)",91.22807018
vicuna,lm,bus,wheeled vehicle,"(151, 171)",88.30409357
vicuna,lm,bus,vehicle,"(159, 171)",92.98245614
vicuna,lm,motor vehicle,wheeled vehicle,"(671, 711)",94.37412096
vicuna,lm,motor vehicle,vehicle,"(671, 711)",94.37412096
vicuna,lm,wheeled vehicle,vehicle,"(718, 763)",94.10222805
vicuna,lm,roadway,road,"(3, 3)",100
vicuna,lm,building,structure,"(93, 97)",95.87628866
vicuna,lm,wall,partition,"(194, 224)",86.60714286
vicuna,lm,wall,structure,"(214, 224)",95.53571429
vicuna,lm,partition,structure,"(197, 198)",99.49494949
vicuna,lm,robe,garment,"(2, 2)",100
vicuna,lm,robe,clothing,"(2, 2)",100
vicuna,lm,garment,clothing,"(772, 845)",91.36094675
vicuna,lm,laptop,personal computer,"(150, 182)",82.41758242
vicuna,lm,laptop,computer,"(161, 182)",88.46153846
vicuna,lm,laptop,electronic device,"(147, 182)",80.76923077
vicuna,lm,laptop,device,"(151, 182)",82.96703297
vicuna,lm,personal computer,computer,"(148, 155)",95.48387097
vicuna,lm,personal computer,electronic device,"(138, 155)",89.03225806
vicuna,lm,personal computer,device,"(143, 155)",92.25806452
vicuna,lm,computer,electronic device,"(147, 168)",87.5
vicuna,lm,computer,device,"(149, 168)",88.69047619
vicuna,lm,electronic device,device,"(333, 365)",91.23287671
vicuna,lm,pond,lake,"(4, 4)",100
vicuna,lm,pond,body of water,"(4, 4)",100
vicuna,lm,lake,body of water,"(41, 42)",97.61904762
vicuna,lm,bug,insect,"(1, 1)",100
vicuna,lm,bug,invertebrate,"(0, 1)",0
vicuna,lm,bug,animal,"(1, 1)",100
vicuna,lm,insect,invertebrate,"(0, 1)",0
vicuna,lm,insect,animal,"(1, 1)",100
vicuna,lm,invertebrate,animal,"(0, 0)",0
vicuna,lm,carrot,root vegetable,"(67, 82)",81.70731707
vicuna,lm,carrot,vegetable,"(69, 82)",84.14634146
vicuna,lm,carrot,produce,"(68, 82)",82.92682927
vicuna,lm,carrot,food,"(70, 82)",85.36585366
vicuna,lm,root vegetable,vegetable,"(64, 68)",94.11764706
vicuna,lm,root vegetable,produce,"(61, 68)",89.70588235
vicuna,lm,root vegetable,food,"(63, 68)",92.64705882
vicuna,lm,bathroom,room,"(4, 4)",100
vicuna,lm,bathroom,area,"(4, 4)",100
vicuna,lm,room,area,"(141, 151)",93.37748344
vicuna,lm,blind,protective covering,"(77, 84)",91.66666667
vicuna,lm,blind,covering,"(71, 84)",84.52380952
vicuna,lm,skier,athlete,"(13, 14)",92.85714286
vicuna,lm,skier,person,"(14, 14)",100
vicuna,lm,necklace,jewelry,"(11, 12)",91.66666667
vicuna,lm,necklace,ornament,"(11, 12)",91.66666667
vicuna,lm,necklace,decoration,"(11, 12)",91.66666667
vicuna,lm,jewelry,ornament,"(29, 31)",93.5483871
vicuna,lm,jewelry,decoration,"(28, 31)",90.32258065
vicuna,lm,ornament,decoration,"(30, 31)",96.77419355
vicuna,lm,refrigerator,home appliance,"(48, 53)",90.56603774
vicuna,lm,refrigerator,appliance,"(49, 53)",92.45283019
vicuna,lm,sweater,garment,"(16, 16)",100
vicuna,lm,sweater,clothing,"(14, 16)",87.5
vicuna,lm,motorcycle,motor vehicle,"(87, 90)",96.66666667
vicuna,lm,motorcycle,wheeled vehicle,"(81, 90)",90
vicuna,lm,motorcycle,vehicle,"(83, 90)",92.22222222
vicuna,lm,van,motor vehicle,"(6, 8)",75
vicuna,lm,van,wheeled vehicle,"(6, 8)",75
vicuna,lm,van,vehicle,"(6, 8)",75
vicuna,lm,sweatshirt,sweater,"(8, 8)",100
vicuna,lm,sweatshirt,garment,"(8, 8)",100
vicuna,lm,sweatshirt,clothing,"(8, 8)",100
vicuna,lm,zebra,equine,"(409, 456)",89.69298246
vicuna,lm,zebra,mammal,"(410, 456)",89.9122807
vicuna,lm,zebra,vertebrate,"(407, 456)",89.25438596
vicuna,lm,zebra,animal,"(414, 456)",90.78947368
vicuna,lm,equine,mammal,"(817, 914)",89.38730853
vicuna,lm,equine,vertebrate,"(808, 914)",88.40262582
vicuna,lm,equine,animal,"(843, 914)",92.23194748
vicuna,lm,cup,container,"(93, 106)",87.73584906
vicuna,lm,headband,band,"(4, 4)",100
vicuna,lm,headband,strip,"(3, 4)",75
vicuna,lm,band,strip,"(75, 88)",85.22727273
vicuna,lm,swimsuit,garment,"(3, 3)",100
vicuna,lm,swimsuit,clothing,"(3, 3)",100
vicuna,lm,bucket,vessel,"(3, 4)",75
vicuna,lm,bucket,container,"(4, 4)",100
vicuna,lm,vessel,container,"(370, 382)",96.85863874
vicuna,lm,pie,pastry,"(1, 1)",100
vicuna,lm,pie,baked good,"(1, 1)",100
vicuna,lm,pie,food,"(1, 1)",100
vicuna,lm,pastry,baked good,"(8, 10)",80
vicuna,lm,pastry,food,"(8, 10)",80
vicuna,lm,glass,vessel,"(45, 53)",84.90566038
vicuna,lm,glass,container,"(45, 53)",84.90566038
vicuna,lm,spoon,cutlery,"(113, 129)",87.59689922
vicuna,lm,passenger,traveler,"(9, 14)",64.28571429
vicuna,lm,passenger,person,"(8, 14)",57.14285714
vicuna,lm,traveler,person,"(11, 12)",91.66666667
vicuna,lm,sand,soil,"(183, 237)",77.21518987
vicuna,lm,sand,earth,"(160, 237)",67.51054852
vicuna,lm,soil,earth,"(171, 213)",80.28169014
vicuna,lm,towel,piece of cloth,"(110, 123)",89.43089431
vicuna,lm,towel,clothing,"(83, 123)",67.4796748
vicuna,lm,piece of cloth,clothing,"(84, 119)",70.58823529
vicuna,lm,mud,soil,"(21, 23)",91.30434783
vicuna,lm,mud,earth,"(15, 23)",65.2173913
vicuna,lm,coffee,beverage,"(38, 43)",88.37209302
vicuna,lm,eagle,bird of prey,"(12, 12)",100
vicuna,lm,eagle,bird,"(12, 12)",100
vicuna,lm,eagle,vertebrate,"(10, 12)",83.33333333
vicuna,lm,eagle,animal,"(12, 12)",100
vicuna,lm,pasture,grassland,"(3, 4)",75
vicuna,lm,wine,alcohol,"(40, 42)",95.23809524
vicuna,lm,wine,beverage,"(38, 42)",90.47619048
vicuna,lm,alcohol,beverage,"(54, 57)",94.73684211
vicuna,lm,boot,footwear,"(5, 6)",83.33333333
vicuna,lm,boot,covering,"(6, 6)",100
vicuna,lm,footwear,covering,"(53, 60)",88.33333333
vicuna,lm,chair,seat,"(106, 126)",84.12698413
vicuna,lm,chair,furniture,"(114, 126)",90.47619048
vicuna,lm,seat,furniture,"(524, 579)",90.50086356
vicuna,lm,goat,mammal,"(13, 13)",100
vicuna,lm,goat,vertebrate,"(11, 13)",84.61538462
vicuna,lm,goat,animal,"(13, 13)",100
vicuna,lm,tissue,paper,"(22, 24)",91.66666667
vicuna,lm,pineapple,fruit,"(4, 4)",100
vicuna,lm,pineapple,food,"(4, 4)",100
vicuna,lm,fruit,food,"(167, 189)",88.35978836
vicuna,lm,burger,sandwich,"(0, 0)",0
vicuna,lm,burger,food,"(0, 0)",0
vicuna,lm,sandwich,food,"(6, 6)",100
vicuna,lm,bell,acoustic device,"(1, 1)",100
vicuna,lm,bell,device,"(1, 1)",100
vicuna,lm,acoustic device,device,"(2, 2)",100
vicuna,lm,carriage,wheeled vehicle,"(4, 4)",100
vicuna,lm,carriage,vehicle,"(4, 4)",100
vicuna,lm,camera,photographic equipment,"(23, 34)",67.64705882
vicuna,lm,camera,device,"(22, 34)",64.70588235
vicuna,lm,photographic equipment,device,"(21, 26)",80.76923077
vicuna,lm,cathedral,church,"(1, 1)",100
vicuna,lm,cathedral,building,"(0, 1)",0
vicuna,lm,cathedral,structure,"(0, 1)",0
vicuna,lm,church,building,"(0, 1)",0
vicuna,lm,church,structure,"(0, 1)",0
vicuna,lm,beer,alcohol,"(8, 10)",80
vicuna,lm,beer,beverage,"(8, 10)",80
vicuna,lm,sofa,seat,"(19, 22)",86.36363636
vicuna,lm,sofa,furniture,"(21, 22)",95.45454545
vicuna,lm,banana,fruit,"(80, 85)",94.11764706
vicuna,lm,banana,food,"(75, 85)",88.23529412
vicuna,lm,platter,tableware,"(1, 5)",20
vicuna,lm,pilot,person,"(0, 1)",0
vicuna,lm,jet,aircraft,"(7, 7)",100
vicuna,lm,jet,vehicle,"(7, 7)",100
vicuna,lm,aircraft,vehicle,"(226, 257)",87.93774319
vicuna,lm,apron,protective garment,"(1, 1)",100
vicuna,lm,apron,clothing,"(0, 1)",0
vicuna,lm,protective garment,clothing,"(0, 1)",0
vicuna,lm,skirt,clothing,"(5, 8)",62.5
vicuna,lm,water,liquid,"(734, 773)",94.95472186
vicuna,lm,water,fluid,"(715, 773)",92.49676585
vicuna,lm,liquid,fluid,"(740, 769)",96.22886866
vicuna,lm,stadium,building,"(1, 1)",100
vicuna,lm,stadium,structure,"(1, 1)",100
vicuna,lm,cockpit,room,"(4, 5)",80
vicuna,lm,cockpit,area,"(5, 5)",100
vicuna,lm,bush,woody plant,"(10, 11)",90.90909091
vicuna,lm,bush,plant,"(9, 11)",81.81818182
vicuna,lm,woody plant,plant,"(9, 10)",90
vicuna,lm,pot,vessel,"(79, 88)",89.77272727
vicuna,lm,pot,container,"(80, 88)",90.90909091
vicuna,lm,bedroom,room,"(16, 16)",100
vicuna,lm,bedroom,area,"(16, 16)",100
vicuna,lm,kitchen,room,"(25, 26)",96.15384615
vicuna,lm,kitchen,area,"(24, 26)",92.30769231
vicuna,lm,cereal,breakfast food,"(1, 2)",50
vicuna,lm,cereal,food,"(2, 2)",100
vicuna,lm,breakfast food,food,"(1, 1)",100
vicuna,lm,cabinet,furniture,"(29, 34)",85.29411765
vicuna,lm,store,establishment,"(2, 2)",100
vicuna,lm,radio,electronic device,"(5, 6)",83.33333333
vicuna,lm,radio,device,"(5, 6)",83.33333333
vicuna,lm,stove,kitchen appliance,"(25, 28)",89.28571429
vicuna,lm,stove,home appliance,"(25, 28)",89.28571429
vicuna,lm,stove,appliance,"(27, 28)",96.42857143
vicuna,lm,kitchen appliance,home appliance,"(132, 136)",97.05882353
vicuna,lm,kitchen appliance,appliance,"(130, 136)",95.58823529
vicuna,lm,table,furniture,"(1126, 1278)",88.10641628
vicuna,lm,bull,cattle,"(29, 31)",93.5483871
vicuna,lm,bull,mammal,"(31, 31)",100
vicuna,lm,bull,vertebrate,"(30, 31)",96.77419355
vicuna,lm,bull,animal,"(30, 31)",96.77419355
vicuna,lm,cattle,mammal,"(284, 317)",89.58990536
vicuna,lm,cattle,vertebrate,"(284, 317)",89.58990536
vicuna,lm,cattle,animal,"(299, 317)",94.32176656
vicuna,lm,thermometer,measuring instrument,"(3, 3)",100
vicuna,lm,thermometer,instrument,"(3, 3)",100
vicuna,lm,thermometer,device,"(3, 3)",100
vicuna,lm,measuring instrument,instrument,"(3, 3)",100
vicuna,lm,measuring instrument,device,"(3, 3)",100
vicuna,lm,pole,rod,"(67, 71)",94.36619718
vicuna,lm,pizza,food,"(82, 86)",95.34883721
vicuna,lm,doorway,entrance,"(2, 2)",100
vicuna,lm,doorway,access,"(2, 2)",100
vicuna,lm,doorway,way,"(2, 2)",100
vicuna,lm,entrance,access,"(2, 2)",100
vicuna,lm,entrance,way,"(2, 2)",100
vicuna,lm,access,way,"(2, 2)",100
vicuna,lm,highway,road,"(4, 4)",100
vicuna,lm,baby,child,"(31, 31)",100
vicuna,lm,baby,person,"(27, 31)",87.09677419
vicuna,lm,child,person,"(89, 97)",91.75257732
vicuna,lm,scarf,garment,"(12, 13)",92.30769231
vicuna,lm,scarf,clothing,"(11, 13)",84.61538462
vicuna,lm,broom,cleaning tool,"(2, 2)",100
vicuna,lm,taxi,car,"(1, 1)",100
vicuna,lm,taxi,motor vehicle,"(1, 1)",100
vicuna,lm,taxi,wheeled vehicle,"(1, 1)",100
vicuna,lm,taxi,vehicle,"(1, 1)",100
vicuna,lm,car,motor vehicle,"(190, 209)",90.90909091
vicuna,lm,car,wheeled vehicle,"(189, 209)",90.43062201
vicuna,lm,car,vehicle,"(196, 209)",93.77990431
vicuna,lm,fence,barrier,"(478, 550)",86.90909091
vicuna,lm,fence,structure,"(471, 550)",85.63636364
vicuna,lm,barrier,structure,"(455, 507)",89.74358974
vicuna,lm,guitar,stringed instrument,"(20, 23)",86.95652174
vicuna,lm,guitar,musical instrument,"(21, 23)",91.30434783
vicuna,lm,guitar,device,"(19, 23)",82.60869565
vicuna,lm,stringed instrument,musical instrument,"(20, 20)",100
vicuna,lm,stringed instrument,device,"(16, 20)",80
vicuna,lm,musical instrument,device,"(19, 23)",82.60869565
vicuna,lm,saucer,flatware,"(20, 28)",71.42857143
vicuna,lm,saucer,tableware,"(24, 28)",85.71428571
vicuna,lm,flatware,tableware,"(20, 23)",86.95652174
vicuna,lm,pipe,tube,"(50, 54)",92.59259259
vicuna,lm,cap,headgear,"(58, 69)",84.05797101
vicuna,lm,cap,covering,"(48, 69)",69.56521739
vicuna,lm,headgear,covering,"(455, 556)",81.83453237
vicuna,lm,locomotive,wheeled vehicle,"(1, 2)",50
vicuna,lm,locomotive,vehicle,"(2, 2)",100
vicuna,lm,crown,headgear,"(11, 14)",78.57142857
vicuna,lm,crown,covering,"(11, 14)",78.57142857
vicuna,lm,airport,facility,"(6, 6)",100
vicuna,lm,brush,tool,"(34, 50)",68
vicuna,lm,apple,fruit,"(59, 62)",95.16129032
vicuna,lm,apple,food,"(55, 62)",88.70967742
vicuna,lm,backpack,bag,"(115, 120)",95.83333333
vicuna,lm,backpack,container,"(89, 120)",74.16666667
vicuna,lm,bag,container,"(412, 508)",81.1023622
vicuna,lm,cake,baked good,"(92, 108)",85.18518519
vicuna,lm,cake,food,"(95, 108)",87.96296296
vicuna,lm,train,vehicle,"(355, 392)",90.56122449
vicuna,lm,heater,electronic device,"(3, 9)",33.33333333
vicuna,lm,heater,device,"(4, 9)",44.44444444
vicuna,lm,tea,beverage,"(2, 4)",50
vicuna,lm,kitten,cat,"(1, 1)",100
vicuna,lm,kitten,feline,"(1, 1)",100
vicuna,lm,kitten,mammal,"(1, 1)",100
vicuna,lm,kitten,vertebrate,"(1, 1)",100
vicuna,lm,kitten,animal,"(1, 1)",100
vicuna,lm,cat,feline,"(890, 955)",93.19371728
vicuna,lm,cat,mammal,"(859, 955)",89.94764398
vicuna,lm,cat,vertebrate,"(815, 955)",85.34031414
vicuna,lm,cat,animal,"(885, 955)",92.67015707
vicuna,lm,feline,mammal,"(851, 911)",93.41383095
vicuna,lm,feline,vertebrate,"(800, 911)",87.81558727
vicuna,lm,feline,animal,"(869, 911)",95.38968167
vicuna,lm,countertop,tabletop,"(6, 6)",100
vicuna,lm,countertop,work surface,"(6, 6)",100
vicuna,lm,countertop,surface,"(6, 6)",100
vicuna,lm,tabletop,work surface,"(6, 6)",100
vicuna,lm,tabletop,surface,"(6, 6)",100
vicuna,lm,work surface,surface,"(6, 6)",100
vicuna,lm,hay,fodder,"(4, 8)",50
vicuna,lm,hay,feed,"(5, 8)",62.5
vicuna,lm,hay,animal food,"(5, 8)",62.5
vicuna,lm,fodder,feed,"(5, 5)",100
vicuna,lm,fodder,animal food,"(3, 5)",60
vicuna,lm,feed,animal food,"(4, 6)",66.66666667
vicuna,lm,frisbee,toy,"(73, 101)",72.27722772
vicuna,lm,magnet,device,"(10, 10)",100
vicuna,lm,cactus,succulent,"(0, 1)",0
vicuna,lm,cactus,plant,"(1, 1)",100
vicuna,lm,succulent,plant,"(0, 0)",0
vicuna,lm,ball,sports equipment,"(119, 140)",85
vicuna,lm,ball,equipment,"(123, 140)",87.85714286
vicuna,lm,sports equipment,equipment,"(176, 186)",94.62365591
vicuna,lm,kettle,kitchen utensil,"(16, 19)",84.21052632
vicuna,lm,kettle,utensil,"(15, 19)",78.94736842
vicuna,lm,guy,man,"(23, 23)",100
vicuna,lm,guy,adult,"(21, 23)",91.30434783
vicuna,lm,guy,person,"(23, 23)",100
vicuna,lm,man,adult,"(1262, 1369)",92.18407597
vicuna,lm,man,person,"(1316, 1369)",96.12856099
vicuna,lm,adult,person,"(1880, 1957)",96.06540623
vicuna,lm,shirt,garment,"(366, 415)",88.19277108
vicuna,lm,shirt,clothing,"(348, 415)",83.85542169
vicuna,lm,knife,hand tool,"(173, 214)",80.8411215
vicuna,lm,knife,tool,"(186, 214)",86.91588785
vicuna,lm,hand tool,tool,"(173, 187)",92.51336898
vicuna,lm,box,container,"(67, 75)",89.33333333
vicuna,lm,sailboat,boat,"(7, 7)",100
vicuna,lm,sailboat,water vehicle,"(7, 7)",100
vicuna,lm,sailboat,vehicle,"(6, 7)",85.71428571
vicuna,lm,boat,water vehicle,"(161, 196)",82.14285714
vicuna,lm,boat,vehicle,"(142, 196)",72.44897959
vicuna,lm,water vehicle,vehicle,"(138, 167)",82.63473054
vicuna,lm,cheese,dairy product,"(5, 5)",100
vicuna,lm,cheese,food,"(4, 5)",80
vicuna,lm,dairy product,food,"(4, 5)",80
vicuna,lm,crosswalk,path,"(4, 4)",100
vicuna,lm,crosswalk,way,"(4, 4)",100
vicuna,lm,path,way,"(128, 130)",98.46153846
vicuna,lm,zoo,facility,"(10, 10)",100
vicuna,lm,scooter,wheeled vehicle,"(7, 7)",100
vicuna,lm,scooter,vehicle,"(6, 7)",85.71428571
vicuna,lm,sidewalk,walk,"(108, 114)",94.73684211
vicuna,lm,sidewalk,path,"(102, 114)",89.47368421
vicuna,lm,sidewalk,way,"(105, 114)",92.10526316
vicuna,lm,walk,path,"(104, 115)",90.43478261
vicuna,lm,walk,way,"(108, 115)",93.91304348
vicuna,lm,cabin,room,"(4, 7)",57.14285714
vicuna,lm,cabin,area,"(3, 7)",42.85714286
vicuna,lm,sheep,mammal,"(108, 118)",91.52542373
vicuna,lm,sheep,vertebrate,"(100, 118)",84.74576271
vicuna,lm,sheep,animal,"(111, 118)",94.06779661
vicuna,lm,curtain,blind,"(78, 107)",72.89719626
vicuna,lm,curtain,protective covering,"(74, 107)",69.1588785
vicuna,lm,curtain,covering,"(89, 107)",83.17757009
vicuna,lm,bridge,structure,"(70, 82)",85.36585366
vicuna,lm,piano,keyboard instrument,"(0, 0)",0
vicuna,lm,piano,musical instrument,"(0, 0)",0
vicuna,lm,piano,device,"(0, 0)",0
vicuna,lm,keyboard instrument,musical instrument,"(0, 0)",0
vicuna,lm,keyboard instrument,device,"(0, 0)",0
vicuna,lm,toilet,room,"(88, 110)",80
vicuna,lm,toilet,area,"(88, 110)",80
vicuna,lm,canoe,small boat,"(5, 5)",100
vicuna,lm,canoe,boat,"(5, 5)",100
vicuna,lm,canoe,water vehicle,"(3, 5)",60
vicuna,lm,canoe,vehicle,"(5, 5)",100
vicuna,lm,small boat,boat,"(5, 5)",100
vicuna,lm,small boat,water vehicle,"(3, 5)",60
vicuna,lm,small boat,vehicle,"(5, 5)",100
vicuna,lm,donut,baked good,"(14, 16)",87.5
vicuna,lm,donut,food,"(14, 16)",87.5
vicuna,lm,umpire,official,"(12, 15)",80
vicuna,lm,umpire,person,"(13, 15)",86.66666667
vicuna,lm,official,person,"(12, 13)",92.30769231
vicuna,lm,horse,equine,"(459, 480)",95.625
vicuna,lm,horse,mammal,"(403, 480)",83.95833333
vicuna,lm,horse,vertebrate,"(399, 480)",83.125
vicuna,lm,horse,animal,"(426, 480)",88.75
vicuna,lm,antelope,mammal,"(8, 8)",100
vicuna,lm,antelope,vertebrate,"(8, 8)",100
vicuna,lm,antelope,animal,"(8, 8)",100
vicuna,lm,bouquet,flower arrangement,"(8, 8)",100
vicuna,lm,bouquet,arrangement,"(8, 8)",100
vicuna,lm,flower arrangement,arrangement,"(8, 8)",100
vicuna,lm,fireplace,enclosure,"(2, 3)",66.66666667
vicuna,lm,lamb,mammal,"(5, 5)",100
vicuna,lm,lamb,vertebrate,"(5, 5)",100
vicuna,lm,lamb,animal,"(5, 5)",100
vicuna,lm,gravel,rock,"(7, 8)",87.5
vicuna,lm,parrot,bird,"(15, 16)",93.75
vicuna,lm,parrot,vertebrate,"(14, 16)",87.5
vicuna,lm,parrot,animal,"(14, 16)",87.5
vicuna,lm,microphone,electronic device,"(1, 1)",100
vicuna,lm,microphone,device,"(1, 1)",100
vicuna,lm,collar,band,"(19, 58)",32.75862069
vicuna,lm,collar,strip,"(28, 58)",48.27586207
vicuna,lm,meat,food,"(6, 6)",100
vicuna,lm,river,body of water,"(43, 43)",100
vicuna,lm,woman,adult,"(625, 689)",90.71117562
vicuna,lm,woman,person,"(642, 689)",93.17851959
vicuna,lm,vase,jar,"(56, 64)",87.5
vicuna,lm,vase,vessel,"(62, 64)",96.875
vicuna,lm,vase,container,"(61, 64)",95.3125
vicuna,lm,jar,vessel,"(55, 57)",96.49122807
vicuna,lm,jar,container,"(56, 57)",98.24561404
vicuna,lm,tower,building,"(51, 53)",96.22641509
vicuna,lm,tower,structure,"(51, 53)",96.22641509
vicuna,lm,sword,weapon,"(6, 6)",100
vicuna,lm,graffiti,artwork,"(11, 15)",73.33333333
vicuna,lm,graffiti,art,"(11, 15)",73.33333333
vicuna,lm,seagull,aquatic bird,"(13, 13)",100
vicuna,lm,seagull,bird,"(12, 13)",92.30769231
vicuna,lm,seagull,vertebrate,"(8, 13)",61.53846154
vicuna,lm,seagull,animal,"(11, 13)",84.61538462
vicuna,lm,aquatic bird,bird,"(13, 14)",92.85714286
vicuna,lm,aquatic bird,vertebrate,"(9, 14)",64.28571429
vicuna,lm,aquatic bird,animal,"(12, 14)",85.71428571
vicuna,lm,blouse,top,"(1, 2)",50
vicuna,lm,blouse,woman's clothing,"(1, 2)",50
vicuna,lm,blouse,clothing,"(2, 2)",100
vicuna,lm,top,woman's clothing,"(31, 33)",93.93939394
vicuna,lm,top,clothing,"(30, 33)",90.90909091
vicuna,lm,woman's clothing,clothing,"(38, 41)",92.68292683
vicuna,lm,glove,baseball equipment,"(45, 77)",58.44155844
vicuna,lm,glove,sports equipment,"(52, 77)",67.53246753
vicuna,lm,glove,equipment,"(57, 77)",74.02597403
vicuna,lm,baseball equipment,sports equipment,"(43, 48)",89.58333333
vicuna,lm,baseball equipment,equipment,"(43, 48)",89.58333333
vicuna,lm,wetsuit,garment,"(169, 204)",82.84313725
vicuna,lm,wetsuit,clothing,"(163, 204)",79.90196078
vicuna,lm,receipt,paper,"(1, 1)",100
vicuna,lm,champagne,wine,"(3, 4)",75
