idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
1916,earring,ornament,partition,earrings are a type of ornament,earrings are a type of partition
1917,earring,decoration,garnish,earrings are a type of decoration,earrings are a type of garnish
1918,earring,decoration,sandwich,earrings are a type of decoration,earrings are a type of sandwich
1919,earring,decoration,body of water,earrings are a type of decoration,earrings are a type of body of water
1920,earring,decoration,furniture,earrings are a type of decoration,earrings are a type of furniture
1921,spatula,kitchen utensil,piece of cloth,spatulas are a type of kitchen utensil,spatulas are a type of piece of cloth
1922,spatula,kitchen utensil,flower arrangement,spatulas are a type of kitchen utensil,spatulas are a type of flower arrangement
1923,spatula,kitchen utensil,kitchen appliance,spatulas are a type of kitchen utensil,spatulas are a type of kitchen appliance
1924,spatula,kitchen utensil,shelf,spatulas are a type of kitchen utensil,spatulas are a type of shelf
1925,spatula,utensil,barrier,spatulas are a type of utensil,spatulas are a type of barrier
1926,spatula,utensil,ornament,spatulas are a type of utensil,spatulas are a type of ornament
1927,spatula,utensil,headgear,spatulas are a type of utensil,spatulas are a type of headgear
1928,spatula,utensil,rabbit,spatulas are a type of utensil,spatulas are a type of rabbit
1929,ocean,body of water,protective garment,an ocean is a body of water,an ocean is protective garment
1930,ocean,body of water,church,an ocean is a body of water,an ocean is a church
1931,ocean,body of water,book,an ocean is a body of water,an ocean is a book
1932,ocean,body of water,animal,an ocean is a body of water,an ocean is an animal
1933,jacket,coat,blind,jackets are a type of coat,jackets are a type of blinds
1934,jacket,coat,fixture,jackets are a type of coat,jackets are a type of fixture
1935,jacket,coat,aquatic bird,jackets are a type of coat,jackets are a type of aquatic bird
1936,jacket,coat,pot,jackets are a type of coat,jackets are a type of pot
1937,jacket,garment,utensil,jackets are a type of garment,jackets are a type of utensil
1938,jacket,garment,table,jackets are a type of garment,jackets are a type of table
1939,jacket,garment,tube,jackets are a type of garment,jackets are a type of tube
1940,jacket,garment,garnish,jackets are a type of garment,jackets are a type of garnish
1941,jacket,clothing,sheet,jackets are a type of clothing,jackets are a type of sheet
1942,jacket,clothing,walk,jackets are a type of clothing,jackets are a type of walk
1943,jacket,clothing,bedding,jackets are a type of clothing,jackets are a type of bedding
1944,jacket,clothing,alcohol,jackets are a type of clothing,jackets are a type of alcohol
1945,pouch,bag,game,pouches are a type of bag,pouches are a type of game
1946,pouch,bag,seat,pouches are a type of bag,pouches are a type of seat
1947,pouch,bag,covering,pouches are a type of bag,pouches are a type of covering
1948,pouch,bag,shelter,pouches are a type of bag,pouches are a type of shelter
1949,pouch,container,mixer,pouches are a type of container,pouches are a type of mixer
1950,pouch,container,fluid,pouches are a type of container,pouches are a type of fluid
1951,pouch,container,shelf,pouches are a type of container,pouches are a type of shelf
1952,pouch,container,passage,pouches are a type of container,pouches are a type of passage
1953,counter,table,brush,counters are a type of table,counters are a type of brush
1954,counter,table,board,counters are a type of table,counters are a type of board
1955,counter,table,toy,counters are a type of table,counters are a type of toy
1956,counter,table,bread,counters are a type of table,counters are a type of bread
1957,counter,furniture,grassland,counters are a type of furniture,counters are a type of grassland
1958,counter,furniture,club,counters are a type of furniture,counters are a type of club
1959,counter,furniture,breakfast food,counters are a type of furniture,counters are a type of breakfast food
1960,counter,furniture,measuring instrument,counters are a type of furniture,counters are a type of measuring instrument
1961,fan,device,traveler,fans are a type of device,fans are a type of traveler
1962,fan,device,computer,fans are a type of device,fans are a type of computer
1963,fan,device,food,fans are a type of device,fans are a type of food
1964,fan,device,book,fans are a type of device,fans are a type of book
1965,liquor,alcohol,aircraft,liquor is a type of alcohol,liquor is a type of aircraft
1966,liquor,alcohol,gathering,liquor is a type of alcohol,liquor is a type of gathering
1967,liquor,alcohol,spice,liquor is a type of alcohol,liquor is a type of spice
1968,liquor,alcohol,acoustic device,liquor is a type of alcohol,liquor is a type of acoustic device
1969,liquor,beverage,passageway,liquor is a type of beverage,liquor is a type of passageway
1970,liquor,beverage,stalk,liquor is a type of beverage,liquor is a type of stalk
1971,liquor,beverage,acoustic device,liquor is a type of beverage,liquor is a type of acoustic device
1972,liquor,beverage,kitchen appliance,liquor is a type of beverage,liquor is a type of kitchen appliance
1973,elephant,mammal,band,elephants are a type of mammal,elephants are a type of band
1974,elephant,mammal,container,elephants are a type of mammal,elephants are a type of container
1975,elephant,mammal,headgear,elephants are a type of mammal,elephants are a type of headgear
1976,elephant,mammal,vegetable,elephants are a type of mammal,elephants are a type of vegetable
1977,elephant,vertebrate,paved surface,elephants are a type of vertebrate,elephants are a type of paved surface
1978,elephant,vertebrate,receptacle,elephants are a type of vertebrate,elephants are a type of receptacle
1979,elephant,vertebrate,partition,elephants are a type of vertebrate,elephants are a type of partition
1980,elephant,vertebrate,jewelry,elephants are a type of vertebrate,elephants are a type of jewelry
1981,elephant,animal,kitchen appliance,elephants are a type of animal,elephants are a type of kitchen appliance
1982,elephant,animal,amphibian,elephants are a type of animal,elephants are a type of amphibian
1983,elephant,animal,man,elephants are a type of animal,elephants are a type of man
1984,elephant,animal,stick,elephants are a type of animal,elephants are a type of stick
1985,tent,shelter,fruit,tents are a type of shelter,tents are a type of fruit
1986,tent,shelter,hand tool,tents are a type of shelter,tents are a type of hand tool
1987,tent,shelter,protective covering,tents are a type of shelter,tents are a type of protective covering
1988,tent,shelter,mammal,tents are a type of shelter,tents are a type of mammal
1989,tent,structure,flower arrangement,tents are a type of structure,tents are a type of flower arrangement
1990,tent,structure,official,tents are a type of structure,tents are a type of official
1991,tent,structure,plant,tents are a type of structure,tents are a type of plant
1992,tent,structure,home appliance,tents are a type of structure,tents are a type of home appliance
1993,juice,beverage,spice,juices are a type of beverage,juices are a type of spice
1994,juice,beverage,man,juices are a type of beverage,juices are a type of man
1995,juice,beverage,walk,juices are a type of beverage,juices are a type of walk
1996,juice,beverage,person,juices are a type of beverage,juices are a type of person
1997,child,person,acoustic device,a child is a type of person,a child is a type of acoustic device
1998,child,person,entrance,a child is a type of person,a child is a type of entrance
1999,child,person,ornament,a child is a type of person,a child is a type of ornament
2000,child,person,condiment,a child is a type of person,a child is a type of condiment
2001,phone,electronic device,writing device,phones are a type of electronic device,phones are a type of writing device
2002,phone,electronic device,container,phones are a type of electronic device,phones are a type of container
2003,phone,electronic device,covering,phones are a type of electronic device,phones are a type of covering
2004,phone,electronic device,photographic equipment,phones are a type of electronic device,phones are a type of photographic equipment
2005,phone,device,bread,phones are a type of device,phones are a type of bread
2006,phone,device,entrance,phones are a type of device,phones are a type of entrance
2007,phone,device,child,phones are a type of device,phones are a type of child
2008,phone,device,bat,phones are a type of device,phones are a type of bat
2009,platform,structure,club,platforms are a type of structure,platforms are a type of club
2010,platform,structure,neckwear,platforms are a type of structure,platforms are a type of neckwear
2011,platform,structure,pot,platforms are a type of structure,platforms are a type of pot
2012,platform,structure,table,platforms are a type of structure,platforms are a type of table
2013,dock,enclosure,beverage,docks are a type of enclosure,docks are a type of beverage
2014,dock,enclosure,kitchen appliance,docks are a type of enclosure,docks are a type of kitchen appliance
2015,dock,enclosure,fruit,docks are a type of enclosure,docks are a type of fruit
2016,dock,enclosure,grassland,docks are a type of enclosure,docks are a type of grassland
2017,football,ball,hair,a football is a type of ball,a football is a type of hair
2018,football,ball,wheeled vehicle,a football is a type of ball,a football is a type of wheeled vehicle
2019,football,ball,stick,a football is a type of ball,a football is a type of stick
2020,football,ball,measuring instrument,a football is a type of ball,a football is a type of measuring instrument
2021,football,sports equipment,vessel,a football is a type of sports equipment,a football is a type of vessel
2022,football,sports equipment,animal food,a football is a type of sports equipment,a football is a type of animal food
2023,football,sports equipment,decoration,a football is a type of sports equipment,a football is a type of decoration
2024,football,sports equipment,corridor,a football is a type of sports equipment,a football is a type of corridor
2025,football,equipment,plant,a football is a type of equipment,a football is a type of plant
2026,football,equipment,electronic device,a football is a type of equipment,a football is a type of electronic device
2027,football,equipment,people,a football is a type of equipment,a football is a type of people
2028,football,equipment,tableware,a football is a type of equipment,a football is a type of tableware
2029,monitor,electronic device,succulent,monitors are a type of electronic device,monitors are a type of succulent
2030,monitor,electronic device,feline,monitors are a type of electronic device,monitors are a type of feline
2031,monitor,electronic device,vertebrate,monitors are a type of electronic device,monitors are a type of vertebrate
2032,monitor,electronic device,tube,monitors are a type of electronic device,monitors are a type of tube
2033,monitor,device,headgear,monitors are a type of device,monitors are a type of headgear
2034,monitor,device,barrier,monitors are a type of device,monitors are a type of barrier
2035,monitor,device,woman's clothing,monitors are a type of device,monitors are a type of women's clothing
2036,monitor,device,sheet metal,monitors are a type of device,monitors are a type of sheet metal
2037,frog,amphibian,pan,frogs are a type of amphibian,frogs are a type of pan
2038,frog,amphibian,motor vehicle,frogs are a type of amphibian,frogs are a type of motor vehicle
2039,frog,amphibian,jewelry,frogs are a type of amphibian,frogs are a type of jewelry
2040,frog,amphibian,tube,frogs are a type of amphibian,frogs are a type of tube
2041,frog,vertebrate,equipment,frogs are a type of vertebrate,frogs are a type of equipment
2042,frog,vertebrate,sweater,frogs are a type of vertebrate,frogs are a type of sweater
2043,frog,vertebrate,covering,frogs are a type of vertebrate,frogs are a type of covering
2044,frog,vertebrate,body of water,frogs are a type of vertebrate,frogs are a type of body of water
2045,frog,animal,jewelry,frogs are a type of animal,frogs are a type of jewelry
2046,frog,animal,vehicle,frogs are a type of animal,frogs are a type of vehicle
2047,frog,animal,equipment,frogs are a type of animal,frogs are a type of equipment
2048,frog,animal,utensil,frogs are a type of animal,frogs are a type of utensil
2049,beard,hair,wagon,beards are a type of hair,beards are a type of wagon
2050,beard,hair,table linen,beards are a type of hair,beards are a type of table linen
2051,beard,hair,protective covering,beards are a type of hair,beards are a type of protective covering
2052,beard,hair,cat,beards are a type of hair,beards are a type of cat
2053,milk,beverage,footwear,milk is a type of beverage,milk is a type of footwear
2054,milk,beverage,protective garment,milk is a type of beverage,milk is a type of protective garment
2055,milk,beverage,enclosure,milk is a type of beverage,milk is a type of enclosure
2056,milk,beverage,establishment,milk is a type of beverage,milk is a type of establishment
2057,tire,hoop,toiletry,tires are a type of hoop,tires are a type of toiletry
2058,tire,hoop,animal skin,tires are a type of hoop,tires are a type of animal skin
2059,tire,hoop,body of water,tires are a type of hoop,tires are a type of body of water
2060,tire,hoop,game,tires are a type of hoop,tires are a type of game
2061,tire,band,instrument,tires are a type of band,tires are a type of instrument
2062,tire,band,amphibian,tires are a type of band,tires are a type of amphibian
2063,tire,band,blind,tires are a type of band,tires are a type of blinds
2064,tire,band,traveler,tires are a type of band,tires are a type of traveler
2065,tire,strip,artwork,tires are a type of strip,tires are a type of artwork
2066,tire,strip,athlete,tires are a type of strip,tires are a type of athlete
2067,tire,strip,mixer,tires are a type of strip,tires are a type of mixer
2068,tire,strip,device,tires are a type of strip,tires are a type of device
2069,broccoli,vegetable,blind,broccoli is a type of vegetable,broccoli is a type of blinds
2070,broccoli,vegetable,rabbit,broccoli is a type of vegetable,broccoli is a type of rabbit
2071,broccoli,vegetable,fodder,broccoli is a type of vegetable,broccoli is a type of fodder
2072,broccoli,vegetable,spice,broccoli is a type of vegetable,broccoli is a type of spice
2073,broccoli,produce,animal food,broccoli is a type of produce,broccoli is a type of animal food
2074,broccoli,produce,car,broccoli is a type of produce,broccoli is a type of car
2075,broccoli,produce,brush,broccoli is a type of produce,broccoli is a type of brush
2076,broccoli,produce,stalk,broccoli is a type of produce,broccoli is a type of stalk
2077,broccoli,food,feline,broccoli is a type of food,broccoli is a type of feline
2078,broccoli,food,boat,broccoli is a type of food,broccoli is a type of boat
2079,broccoli,food,earth,broccoli is a type of food,broccoli is a type of earth
2080,broccoli,food,facility,broccoli is a type of food,broccoli is a type of facility
2081,floor,horizontal surface,stalk,floors are a type of horizontal surface,floors are a type of stalk
2082,floor,horizontal surface,decoration,floors are a type of horizontal surface,floors are a type of decoration
2083,floor,horizontal surface,root vegetable,floors are a type of horizontal surface,floors are a type of root vegetable
2084,floor,horizontal surface,flatware,floors are a type of horizontal surface,floors are a type of flatware
2085,floor,surface,domestic fowl,floors are a type of surface,floors are a type of domestic fowl
2086,floor,surface,stringed instrument,floors are a type of surface,floors are a type of stringed instrument
2087,floor,surface,room,floors are a type of surface,floors are a type of room
2088,floor,surface,path,floors are a type of surface,floors are a type of path
2089,cyclist,rider,domestic fowl,a cyclist is a rider,a cyclist is domestic fowl
2090,cyclist,rider,lake,a cyclist is a rider,a cyclist is a lake
2091,cyclist,rider,spice,a cyclist is a rider,a cyclist is spices
2092,cyclist,rider,hair,a cyclist is a rider,a cyclist is hair
2093,cyclist,traveler,sheet,a cyclist is a traveler,a cyclist is a sheet
2094,cyclist,traveler,shelf,a cyclist is a traveler,a cyclist is a shelf
2095,cyclist,traveler,cleaning tool,a cyclist is a traveler,a cyclist is a cleaning tool
2096,cyclist,traveler,rabbit,a cyclist is a traveler,a cyclist is a rabbit
2097,cyclist,person,toy,a cyclist is a person,a cyclist is a toy
2098,cyclist,person,wine,a cyclist is a person,a cyclist is a wine
2099,cyclist,person,woman,a cyclist is a person,a cyclist is a woman
2100,cyclist,person,artwork,a cyclist is a person,a cyclist is an artwork
2101,bottle,vessel,barrier,bottles are a type of vessel,bottles are a type of barrier
2102,bottle,vessel,writing device,bottles are a type of vessel,bottles are a type of writing device
2103,bottle,vessel,corridor,bottles are a type of vessel,bottles are a type of corridor
2104,bottle,vessel,small boat,bottles are a type of vessel,bottles are a type of small boat
2105,bottle,container,body of water,bottles are a type of container,bottles are a type of body of water
2106,bottle,container,mixer,bottles are a type of container,bottles are a type of mixer
2107,bottle,container,percussion instrument,bottles are a type of container,bottles are a type of percussion instrument
2108,bottle,container,condiment,bottles are a type of container,bottles are a type of condiment
2109,lettuce,salad green,alcohol,a lettuce is a type of salad green,a lettuce is a type of alcohol
2110,lettuce,salad green,motor vehicle,a lettuce is a type of salad green,a lettuce is a type of motor vehicle
2111,lettuce,salad green,spice,a lettuce is a type of salad green,a lettuce is a type of spice
2112,lettuce,salad green,facility,a lettuce is a type of salad green,a lettuce is a type of facility
2113,lettuce,vegetable,art,a lettuce is a type of vegetable,a lettuce is a type of art
2114,lettuce,vegetable,furniture,a lettuce is a type of vegetable,a lettuce is a type of furniture
2115,lettuce,vegetable,tableware,a lettuce is a type of vegetable,a lettuce is a type of tableware
2116,lettuce,vegetable,photographic equipment,a lettuce is a type of vegetable,a lettuce is a type of photographic equipment
2117,lettuce,produce,bat,a lettuce is a type of produce,a lettuce is a type of bat
2118,lettuce,produce,church,a lettuce is a type of produce,a lettuce is a type of church
2119,lettuce,produce,covering,a lettuce is a type of produce,a lettuce is a type of covering
2120,lettuce,produce,passage,a lettuce is a type of produce,a lettuce is a type of passage
2121,lettuce,food,vessel,a lettuce is a type of food,a lettuce is a type of vessel
2122,lettuce,food,woman,a lettuce is a type of food,a lettuce is a type of woman
2123,lettuce,food,cleaning tool,a lettuce is a type of food,a lettuce is a type of cleaning tool
2124,lettuce,food,aircraft,a lettuce is a type of food,a lettuce is a type of aircraft
2125,can,container,instrument,cans are a type of container,cans are a type of instrument
2126,can,container,passage,cans are a type of container,cans are a type of passage
2127,can,container,cattle,cans are a type of container,cans are a type of cattle
2128,can,container,garnish,cans are a type of container,cans are a type of garnish
2129,batter,athlete,enclosure,batters are a type of athlete,batters are a type of enclosure
2130,batter,athlete,insect,batters are a type of athlete,batters are a type of insect
2131,batter,athlete,official,batters are a type of athlete,batters are a type of official
2132,batter,athlete,hand tool,batters are a type of athlete,batters are a type of hand tool
2133,batter,person,hoop,batters are a type of person,batters are a type of hoop
2134,batter,person,mammal,batters are a type of person,batters are a type of mammal
2135,batter,person,baggage,batters are a type of person,batters are a type of baggage
2136,batter,person,rod,batters are a type of person,batters are a type of rod
2137,cat,feline,pot,cats are a type of feline,cats are a type of pot
2138,cat,feline,small boat,cats are a type of feline,cats are a type of small boat
2139,cat,feline,decoration,cats are a type of feline,cats are a type of decoration
2140,cat,feline,absorbent material,cats are a type of feline,cats are a type of absorbent material
2141,cat,mammal,car,cats are a type of mammal,cats are a type of car
2142,cat,mammal,facility,cats are a type of mammal,cats are a type of facility
2143,cat,mammal,personal computer,cats are a type of mammal,cats are a type of personal computer
2144,cat,mammal,bat,cats are a type of mammal,cats are a type of bat
2145,cat,vertebrate,walk,cats are a type of vertebrate,cats are a type of walk
2146,cat,vertebrate,weapon,cats are a type of vertebrate,cats are a type of weapon
2147,cat,vertebrate,way,cats are a type of vertebrate,cats are a type of way
2148,cat,vertebrate,table,cats are a type of vertebrate,cats are a type of table
2149,cat,animal,utensil,cats are a type of animal,cats are a type of utensil
2150,cat,animal,bedding,cats are a type of animal,cats are a type of bedding
2151,cat,animal,topping,cats are a type of animal,cats are a type of topping
2152,cat,animal,liquid,cats are a type of animal,cats are a type of liquid
2153,wristband,band,animal food,wristbands are a type of band,wristbands are a type of animal food
2154,wristband,band,instrument,wristbands are a type of band,wristbands are a type of instrument
2155,wristband,band,rider,wristbands are a type of band,wristbands are a type of rider
2156,wristband,band,furniture,wristbands are a type of band,wristbands are a type of furniture
2157,wristband,strip,arrangement,wristbands are a type of strip,wristbands are a type of arrangement
2158,wristband,strip,people,wristbands are a type of strip,wristbands are a type of people
2159,wristband,strip,piece of cloth,wristbands are a type of strip,wristbands are a type of piece of cloth
2160,wristband,strip,art,wristbands are a type of strip,wristbands are a type of art
2161,newspaper,paper,surface,newspapers are a type of paper,newspapers are a type of surface
2162,newspaper,paper,insect,newspapers are a type of paper,newspapers are a type of insect
2163,newspaper,paper,area,newspapers are a type of paper,newspapers are a type of area
2164,newspaper,paper,case,newspapers are a type of paper,newspapers are a type of case
2165,biker,traveler,paper,a biker is a traveler,a biker is paper
2166,biker,traveler,grassland,a biker is a traveler,a biker is grasslands
2167,biker,traveler,rabbit,a biker is a traveler,a biker is a rabbit
2168,biker,traveler,facility,a biker is a traveler,a biker is a facility
2169,biker,person,device,a biker is a person,a biker is a device
2170,biker,person,keyboard instrument,a biker is a person,a biker is a keyboard instrument
2171,biker,person,kitchen utensil,a biker is a person,a biker is a kitchen utensil
2172,biker,person,pan,a biker is a person,a biker is a pan
2173,lake,body of water,source of illumination,lakes are a type of body of water,lakes are a type of source of illumination
2174,lake,body of water,writing device,lakes are a type of body of water,lakes are a type of writing device
2175,lake,body of water,home appliance,lakes are a type of body of water,lakes are a type of home appliance
2176,lake,body of water,man,lakes are a type of body of water,lakes are a type of man
2177,package,container,pan,a package is a type of container,a package is a type of pan
2178,package,container,spice,a package is a type of container,a package is a type of spice
2179,package,container,people,a package is a type of container,a package is a type of people
2180,package,container,fruit,a package is a type of container,a package is a type of fruit
2181,keyboard,electronic device,bird,keyboards are a type of electronic device,keyboards are a type of bird
2182,keyboard,electronic device,rider,keyboards are a type of electronic device,keyboards are a type of rider
2183,keyboard,electronic device,vehicle,keyboards are a type of electronic device,keyboards are a type of vehicle
2184,keyboard,electronic device,liquid,keyboards are a type of electronic device,keyboards are a type of liquid
2185,keyboard,device,salad green,keyboards are a type of device,keyboards are a type of salad green
2186,keyboard,device,electrical device,keyboards are a type of device,keyboards are a type of electrical device
2187,keyboard,device,rock,keyboards are a type of device,keyboards are a type of rock
2188,keyboard,device,jar,keyboards are a type of device,keyboards are a type of jar
2189,luggage,case,person,luggage is a type of case,luggage is a type of person
2190,luggage,case,insect,luggage is a type of case,luggage is a type of insect
2191,luggage,case,succulent,luggage is a type of case,luggage is a type of succulent
2192,luggage,case,room,luggage is a type of case,luggage is a type of room
2193,luggage,container,linen,luggage is a type of container,luggage is a type of linen
2194,luggage,container,fixture,luggage is a type of container,luggage is a type of fixture
2195,luggage,container,sheet,luggage is a type of container,luggage is a type of sheet
2196,luggage,container,musical instrument,luggage is a type of container,luggage is a type of musical instrument
2197,jersey,shirt,furniture,jerseys are a type of shirt,jerseys are a type of furniture
2198,jersey,shirt,electrical device,jerseys are a type of shirt,jerseys are a type of electrical device
2199,jersey,shirt,structure,jerseys are a type of shirt,jerseys are a type of structure
2200,jersey,shirt,hair,jerseys are a type of shirt,jerseys are a type of hair
2201,jersey,garment,bird of prey,jerseys are a type of garment,jerseys are a type of bird of prey
2202,jersey,garment,neckwear,jerseys are a type of garment,jerseys are a type of neckwear
2203,jersey,garment,headgear,jerseys are a type of garment,jerseys are a type of headgear
2204,jersey,garment,bird,jerseys are a type of garment,jerseys are a type of bird
2205,jersey,clothing,spice,jerseys are a type of clothing,jerseys are a type of spice
2206,jersey,clothing,plant,jerseys are a type of clothing,jerseys are a type of plant
2207,jersey,clothing,seat,jerseys are a type of clothing,jerseys are a type of seat
2208,jersey,clothing,musical instrument,jerseys are a type of clothing,jerseys are a type of musical instrument
2209,candle,source of illumination,vessel,candles are a type of source of illumination,candles are a type of vessel
2210,candle,source of illumination,entrance,candles are a type of source of illumination,candles are a type of entrance
2211,candle,source of illumination,bread,candles are a type of source of illumination,candles are a type of bread
2212,candle,source of illumination,tube,candles are a type of source of illumination,candles are a type of tube
2213,basket,container,personal computer,baskets are a type of container,baskets are a type of personal computer
2214,basket,container,source of illumination,baskets are a type of container,baskets are a type of source of illumination
2215,basket,container,shirt,baskets are a type of container,baskets are a type of shirt
2216,basket,container,decoration,baskets are a type of container,baskets are a type of decoration
2217,desk,table,writing device,desks are a type of table,desks are a type of writing device
2218,desk,table,instrument,desks are a type of table,desks are a type of instrument
2219,desk,table,feed,desks are a type of table,desks are a type of feed
2220,desk,table,arrangement,desks are a type of table,desks are a type of arrangement
2221,desk,furniture,road,desks are a type of furniture,desks are a type of road
2222,desk,furniture,fruit,desks are a type of furniture,desks are a type of fruit
2223,desk,furniture,citrus fruit,desks are a type of furniture,desks are a type of citrus fruit
2224,desk,furniture,receptacle,desks are a type of furniture,desks are a type of receptacle
2225,kangaroo,mammal,bedroom furniture,kangaroos are a type of mammal,kangaroos are a type of bedroom furniture
2226,kangaroo,mammal,game,kangaroos are a type of mammal,kangaroos are a type of game
2227,kangaroo,mammal,home appliance,kangaroos are a type of mammal,kangaroos are a type of home appliance
2228,kangaroo,mammal,strip,kangaroos are a type of mammal,kangaroos are a type of strip
2229,kangaroo,vertebrate,pan,kangaroos are a type of vertebrate,kangaroos are a type of pan
2230,kangaroo,vertebrate,equipment,kangaroos are a type of vertebrate,kangaroos are a type of equipment
2231,kangaroo,vertebrate,club,kangaroos are a type of vertebrate,kangaroos are a type of club
2232,kangaroo,vertebrate,meat,kangaroos are a type of vertebrate,kangaroos are a type of meat
2233,kangaroo,animal,device,kangaroos are a type of animal,kangaroos are a type of device
2234,kangaroo,animal,computer,kangaroos are a type of animal,kangaroos are a type of computer
2235,kangaroo,animal,container,kangaroos are a type of animal,kangaroos are a type of container
2236,kangaroo,animal,condiment,kangaroos are a type of animal,kangaroos are a type of condiment
2237,airplane,aircraft,cutlery,airplanes are a type of aircraft,airplanes are a type of cutlery
2238,airplane,aircraft,baggage,airplanes are a type of aircraft,airplanes are a type of baggage
2239,airplane,aircraft,pot,airplanes are a type of aircraft,airplanes are a type of pot
2240,airplane,aircraft,hand tool,airplanes are a type of aircraft,airplanes are a type of hand tool
2241,airplane,vehicle,sweater,airplanes are a type of vehicle,airplanes are a type of sweater
2242,airplane,vehicle,electronic device,airplanes are a type of vehicle,airplanes are a type of electronic device
2243,airplane,vehicle,bat,airplanes are a type of vehicle,airplanes are a type of bat
2244,airplane,vehicle,mixer,airplanes are a type of vehicle,airplanes are a type of mixer
2245,tablecloth,table linen,fluid,a tablecloth is a type of table linen,a tablecloth is a type of fluid
2246,tablecloth,table linen,toy,a tablecloth is a type of table linen,a tablecloth is a type of toy
2247,tablecloth,table linen,arrangement,a tablecloth is a type of table linen,a tablecloth is a type of arrangement
2248,tablecloth,table linen,church,a tablecloth is a type of table linen,a tablecloth is a type of church
2249,tablecloth,linen,room,a tablecloth is a type of linen,a tablecloth is a type of room
2250,tablecloth,linen,electronic device,a tablecloth is a type of linen,a tablecloth is a type of electronic device
2251,tablecloth,linen,sports equipment,a tablecloth is a type of linen,a tablecloth is a type of sports equipment
2252,tablecloth,linen,woody plant,a tablecloth is a type of linen,a tablecloth is a type of woody plant
2253,tablecloth,covering,rod,a tablecloth is a type of covering,a tablecloth is a type of rod
2254,tablecloth,covering,cattle,a tablecloth is a type of covering,a tablecloth is a type of cattle
2255,tablecloth,covering,receptacle,a tablecloth is a type of covering,a tablecloth is a type of receptacle
2256,tablecloth,covering,case,a tablecloth is a type of covering,a tablecloth is a type of case
2257,sea,body of water,photographic equipment,a sea is a body of water,a sea is photographic equipment
2258,sea,body of water,furniture,a sea is a body of water,a sea is furniture
2259,sea,body of water,walk,a sea is a body of water,a sea is a walk
2260,sea,body of water,pad,a sea is a body of water,a sea is a pad
2261,lady,woman,corridor,a lady is a woman,a lady is a corridor
2262,lady,woman,paper,a lady is a woman,a lady is paper
2263,lady,woman,people,a lady is a woman,a lady is a person
2264,lady,woman,measuring instrument,a lady is a woman,a lady is a measuring instrument
2265,lady,adult,equipment,a lady is an adult,a lady is equipment
2266,lady,adult,plumbing fixture,a lady is an adult,a lady is a plumbing fixture
2267,lady,adult,headgear,a lady is an adult,a lady is headgear
2268,lady,adult,aquatic bird,a lady is an adult,a lady is an aquatic bird
2269,lady,person,tube,a lady is a person,a lady is a tube
2270,lady,person,bird of prey,a lady is a person,a lady is a bird of prey
2271,lady,person,domestic fowl,a lady is a person,a lady is domestic fowl
2272,lady,person,protective garment,a lady is a person,a lady is protective garment
2273,notepad,pad,pastry,notepads are a type of pad,notepads are a type of pastry
2274,notepad,pad,hair,notepads are a type of pad,notepads are a type of hair
2275,notepad,pad,domestic fowl,notepads are a type of pad,notepads are a type of domestic fowl
2276,notepad,pad,tableware,notepads are a type of pad,notepads are a type of tableware
2277,boat,water vehicle,woody plant,boats are a type of water vehicle,boats are a type of woody plant
2278,boat,water vehicle,invertebrate,boats are a type of water vehicle,boats are a type of invertebrate
2279,boat,water vehicle,lake,boats are a type of water vehicle,boats are a type of lake
2280,boat,water vehicle,mammal,boats are a type of water vehicle,boats are a type of mammal
2281,boat,vehicle,container,boats are a type of vehicle,boats are a type of container
2282,boat,vehicle,stick,boats are a type of vehicle,boats are a type of stick
2283,boat,vehicle,arrangement,boats are a type of vehicle,boats are a type of arrangement
2284,boat,vehicle,man,boats are a type of vehicle,boats are a type of man
2285,aircraft,vehicle,heating element,an aircraft is a type of vehicle,an aircraft is a type of heating element
2286,aircraft,vehicle,tube,an aircraft is a type of vehicle,an aircraft is a type of tube
2287,aircraft,vehicle,bread,an aircraft is a type of vehicle,an aircraft is a type of bread
2288,aircraft,vehicle,photographic equipment,an aircraft is a type of vehicle,an aircraft is a type of photographic equipment
2289,bathtub,vessel,vehicle,bathtubs are a type of vessel,bathtubs are a type of vehicle
2290,bathtub,vessel,body of water,bathtubs are a type of vessel,bathtubs are a type of body of water
2291,bathtub,vessel,road,bathtubs are a type of vessel,bathtubs are a type of road
2292,bathtub,vessel,fluid,bathtubs are a type of vessel,bathtubs are a type of fluid
2293,bathtub,container,paper,bathtubs are a type of container,bathtubs are a type of paper
2294,bathtub,container,feed,bathtubs are a type of container,bathtubs are a type of feed
2295,bathtub,container,instrument,bathtubs are a type of container,bathtubs are a type of instrument
2296,bathtub,container,traveler,bathtubs are a type of container,bathtubs are a type of traveler
2297,snowboarder,person,partition,a snowboarder is a person,a snowboarder is a partition
2298,snowboarder,person,woman,a snowboarder is a person,a snowboarder is a woman
2299,snowboarder,person,enclosure,a snowboarder is a person,a snowboarder is an enclosure
2300,snowboarder,person,kitchen appliance,a snowboarder is a person,a snowboarder is a kitchen appliance
2301,snowboard,board,hand tool,snowboards are a type of board,snowboards are a type of hand tool
2302,snowboard,board,rod,snowboards are a type of board,snowboards are a type of rod
2303,snowboard,board,man,snowboards are a type of board,snowboards are a type of man
2304,snowboard,board,lake,snowboards are a type of board,snowboards are a type of lake
