item,category_id,parent_id,ns_id,category,parent,phrasing_id,question,category_item,parent_item
9487,290,1,ns_4,pavement,grassland,3,Is it true that pavements are a type of grassland?,pavements,grassland
9488,290,1,ns_4,pavement,grassland,4,Is it true that a pavement is a type of grassland?,pavement,grassland
9489,290,2,ns_1,pavement,computer,1,Is it true that pavements are computers?,pavements,computers
9490,290,2,ns_1,pavement,computer,2,Is it true that a pavement is a computer?,pavement,computer
9491,290,2,ns_1,pavement,computer,3,Is it true that pavements are a type of computer?,pavements,computer
9492,290,2,ns_1,pavement,computer,4,Is it true that a pavement is a type of computer?,pavement,computer
9493,290,2,ns_2,pavement,boat,1,Is it true that pavements are boats?,pavements,boats
9494,290,2,ns_2,pavement,boat,2,Is it true that a pavement is a boat?,pavement,boat
9495,290,2,ns_2,pavement,boat,3,Is it true that pavements are a type of boat?,pavements,boat
9496,290,2,ns_2,pavement,boat,4,Is it true that a pavement is a type of boat?,pavement,boat
9497,290,2,ns_3,pavement,cleaning tool,1,Is it true that pavements are cleaning tools?,pavements,cleaning tools
9498,290,2,ns_3,pavement,cleaning tool,2,Is it true that a pavement is a cleaning tool?,pavement,cleaning tool
9499,290,2,ns_3,pavement,cleaning tool,3,Is it true that pavements are a type of cleaning tool?,pavements,cleaning tool
9500,290,2,ns_3,pavement,cleaning tool,4,Is it true that a pavement is a type of cleaning tool?,pavement,cleaning tool
9501,290,2,ns_4,pavement,athlete,1,Is it true that pavements are athletes?,pavements,athletes
9502,290,2,ns_4,pavement,athlete,2,Is it true that a pavement is an athelete?,pavement,athelete
9503,290,2,ns_4,pavement,athlete,3,Is it true that pavements are a type of athlete?,pavements,athlete
9504,290,2,ns_4,pavement,athlete,4,Is it true that a pavement is a type of athlete?,pavement,athlete
9505,290,3,ns_1,pavement,topping,1,Is it true that pavements are toppings?,pavements,toppings
9506,290,3,ns_1,pavement,topping,2,Is it true that a pavement is a topping?,pavement,topping
9507,290,3,ns_1,pavement,topping,3,Is it true that pavements are a type of topping?,pavements,topping
9508,290,3,ns_1,pavement,topping,4,Is it true that a pavement is a type of topping?,pavement,topping
9509,290,3,ns_2,pavement,rod,1,Is it true that pavements are rods?,pavements,rods
9510,290,3,ns_2,pavement,rod,2,Is it true that a pavement is a rod?,pavement,rod
9511,290,3,ns_2,pavement,rod,3,Is it true that pavements are a type of rod?,pavements,rod
9512,290,3,ns_2,pavement,rod,4,Is it true that a pavement is a type of rod?,pavement,rod
9513,290,3,ns_3,pavement,person,1,Is it true that pavements are people?,pavements,people
9514,290,3,ns_3,pavement,person,2,Is it true that a pavement is a person?,pavement,person
9515,290,3,ns_3,pavement,person,3,Is it true that pavements are a type of person?,pavements,person
9516,290,3,ns_3,pavement,person,4,Is it true that a pavement is a type of person?,pavement,person
9517,290,3,ns_4,pavement,garnish,1,Is it true that pavements are garnish?,pavements,garnish
9518,290,3,ns_4,pavement,garnish,2,Is it true that a pavement is garnish?,pavement,garnish
9519,290,3,ns_4,pavement,garnish,3,Is it true that pavements are a type of garnish?,pavements,garnish
9520,290,3,ns_4,pavement,garnish,4,Is it true that a pavement is a type of garnish?,pavement,garnish
9521,291,1,ns_1,antenna,shelf,1,Is it true that antennae are shelves?,antennae,shelves
9522,291,1,ns_1,antenna,shelf,2,Is it true that an antenna is a shelf?,antenna,shelf
9523,291,1,ns_1,antenna,shelf,3,Is it true that antennae are a type of shelf?,antennae,shelf
9524,291,1,ns_1,antenna,shelf,4,Is it true that an antenna is a type of shelf?,antenna,shelf
9525,291,1,ns_2,antenna,case,1,Is it true that antennae are cases?,antennae,cases
9526,291,1,ns_2,antenna,case,2,Is it true that an antenna is a case?,antenna,case
9527,291,1,ns_2,antenna,case,3,Is it true that antennae are a type of case?,antennae,case
9528,291,1,ns_2,antenna,case,4,Is it true that an antenna is a type of case?,antenna,case
9529,291,1,ns_3,antenna,sweater,1,Is it true that antennae are sweaters?,antennae,sweaters
9530,291,1,ns_3,antenna,sweater,2,Is it true that an antenna is a sweater?,antenna,sweater
9531,291,1,ns_3,antenna,sweater,3,Is it true that antennae are a type of sweater?,antennae,sweater
9532,291,1,ns_3,antenna,sweater,4,Is it true that an antenna is a type of sweater?,antenna,sweater
9533,291,1,ns_4,antenna,pan,1,Is it true that antennae are pans?,antennae,pans
9534,291,1,ns_4,antenna,pan,2,Is it true that an antenna is a pan?,antenna,pan
9535,291,1,ns_4,antenna,pan,3,Is it true that antennae are a type of pan?,antennae,pan
9536,291,1,ns_4,antenna,pan,4,Is it true that an antenna is a type of pan?,antenna,pan
9537,291,2,ns_1,antenna,plant,1,Is it true that antennae are plants?,antennae,plants
9538,291,2,ns_1,antenna,plant,2,Is it true that an antenna is a plant?,antenna,plant
9539,291,2,ns_1,antenna,plant,3,Is it true that antennae are a type of plant?,antennae,plant
9540,291,2,ns_1,antenna,plant,4,Is it true that an antenna is a type of plant?,antenna,plant
9541,291,2,ns_2,antenna,piece of cloth,1,Is it true that antennae are pieces of cloth?,antennae,pieces of cloth
9542,291,2,ns_2,antenna,piece of cloth,2,Is it true that an antenna is a piece of cloth?,antenna,piece of cloth
9543,291,2,ns_2,antenna,piece of cloth,3,Is it true that antennae are a type of piece of cloth?,antennae,piece of cloth
9544,291,2,ns_2,antenna,piece of cloth,4,Is it true that an antenna is a type of piece of cloth?,antenna,piece of cloth
9545,291,2,ns_3,antenna,facility,1,Is it true that antennae are facilities?,antennae,facilities
9546,291,2,ns_3,antenna,facility,2,Is it true that an antenna is a facility?,antenna,facility
9547,291,2,ns_3,antenna,facility,3,Is it true that antennae are a type of facility?,antennae,facility
9548,291,2,ns_3,antenna,facility,4,Is it true that an antenna is a type of facility?,antenna,facility
9549,291,2,ns_4,antenna,plumbing fixture,1,Is it true that antennae are plumbing fixtures?,antennae,plumbing fixtures
9550,291,2,ns_4,antenna,plumbing fixture,2,Is it true that an antenna is a plumbing fixture?,antenna,plumbing fixture
9551,291,2,ns_4,antenna,plumbing fixture,3,Is it true that antennae are a type of plumbing fixture?,antennae,plumbing fixture
9552,291,2,ns_4,antenna,plumbing fixture,4,Is it true that an antenna is a type of plumbing fixture?,antenna,plumbing fixture
9553,292,1,ns_1,soap,plant,1,Is it true that soaps are plants?,soaps,plants
9554,292,1,ns_1,soap,plant,2,Is it true that a soap is a plant?,soap,plant
9555,292,1,ns_1,soap,plant,3,Is it true that soaps are a type of plant?,soaps,plant
9556,292,1,ns_1,soap,plant,4,Is it true that a soap is a type of plant?,soap,plant
9557,292,1,ns_2,soap,brush,1,Is it true that soaps are brushes?,soaps,brushes
9558,292,1,ns_2,soap,brush,2,Is it true that a soap is a brush?,soap,brush
9559,292,1,ns_2,soap,brush,3,Is it true that soaps are a type of brush?,soaps,brush
9560,292,1,ns_2,soap,brush,4,Is it true that a soap is a type of brush?,soap,brush
9561,292,1,ns_3,soap,tube,1,Is it true that soaps are tubes?,soaps,tubes
9562,292,1,ns_3,soap,tube,2,Is it true that a soap is a tube?,soap,tube
9563,292,1,ns_3,soap,tube,3,Is it true that soaps are a type of tube?,soaps,tube
9564,292,1,ns_3,soap,tube,4,Is it true that a soap is a type of tube?,soap,tube
9565,292,1,ns_4,soap,top,1,Is it true that soaps are tops?,soaps,tops
9566,292,1,ns_4,soap,top,2,Is it true that a soap is a top?,soap,top
9567,292,1,ns_4,soap,top,3,Is it true that soaps are a type of top?,soaps,top
9568,292,1,ns_4,soap,top,4,Is it true that a soap is a type of top?,soap,top
9569,293,1,ns_1,tractor,jar,1,Is it true that tractors are jars?,tractors,jars
9570,293,1,ns_1,tractor,jar,2,Is it true that a tractor is a jar?,tractor,jar
9571,293,1,ns_1,tractor,jar,3,Is it true that tractors are a type of jar?,tractors,jar
9572,293,1,ns_1,tractor,jar,4,Is it true that a tractor is a type of jar?,tractor,jar
9573,293,1,ns_2,tractor,container,1,Is it true that tractors are containers?,tractors,containers
9574,293,1,ns_2,tractor,container,2,Is it true that a tractor is a container?,tractor,container
9575,293,1,ns_2,tractor,container,3,Is it true that tractors are a type of container?,tractors,container
9576,293,1,ns_2,tractor,container,4,Is it true that a tractor is a type of container?,tractor,container
9577,293,1,ns_3,tractor,salad green,1,Is it true that tractors are salad greens?,tractors,salad greens
9578,293,1,ns_3,tractor,salad green,2,Is it true that a tractor is salad greens?,tractor,salad greens
9579,293,1,ns_3,tractor,salad green,3,Is it true that tractors are a type of salad green?,tractors,salad green
9580,293,1,ns_3,tractor,salad green,4,Is it true that a tractor is a type of salad green?,tractor,salad green
9581,293,1,ns_4,tractor,book,1,Is it true that tractors are books?,tractors,books
9582,293,1,ns_4,tractor,book,2,Is it true that a tractor is a book?,tractor,book
9583,293,1,ns_4,tractor,book,3,Is it true that tractors are a type of book?,tractors,book
9584,293,1,ns_4,tractor,book,4,Is it true that a tractor is a type of book?,tractor,book
9585,293,2,ns_1,tractor,pad,1,Is it true that tractors are pads?,tractors,pads
9586,293,2,ns_1,tractor,pad,2,Is it true that a tractor is a pad?,tractor,pad
9587,293,2,ns_1,tractor,pad,3,Is it true that tractors are a type of pad?,tractors,pad
9588,293,2,ns_1,tractor,pad,4,Is it true that a tractor is a type of pad?,tractor,pad
9589,293,2,ns_2,tractor,club,1,Is it true that tractors are clubs?,tractors,clubs
9590,293,2,ns_2,tractor,club,2,Is it true that a tractor is a club?,tractor,club
9591,293,2,ns_2,tractor,club,3,Is it true that tractors are a type of club?,tractors,club
9592,293,2,ns_2,tractor,club,4,Is it true that a tractor is a type of club?,tractor,club
9593,293,2,ns_3,tractor,liquid,1,Is it true that tractors are liquids?,tractors,liquids
9594,293,2,ns_3,tractor,liquid,2,Is it true that a tractor is liquids?,tractor,liquids
9595,293,2,ns_3,tractor,liquid,3,Is it true that tractors are a type of liquid?,tractors,liquid
9596,293,2,ns_3,tractor,liquid,4,Is it true that a tractor is a type of liquid?,tractor,liquid
9597,293,2,ns_4,tractor,flatware,1,Is it true that tractors are flatware?,tractors,flatware
9598,293,2,ns_4,tractor,flatware,2,Is it true that a tractor is flatware?,tractor,flatware
9599,293,2,ns_4,tractor,flatware,3,Is it true that tractors are a type of flatware?,tractors,flatware
9600,293,2,ns_4,tractor,flatware,4,Is it true that a tractor is a type of flatware?,tractor,flatware
9601,294,1,ns_1,lid,absorbent material,1,Is it true that lids are absorbent materials?,lids,absorbent materials
9602,294,1,ns_1,lid,absorbent material,2,Is it true that a lid is an absorbent material?,lid,absorbent material
9603,294,1,ns_1,lid,absorbent material,3,Is it true that lids are a type of absorbent material?,lids,absorbent material
9604,294,1,ns_1,lid,absorbent material,4,Is it true that a lid is a type of absorbent material?,lid,absorbent material
9605,294,1,ns_2,lid,domestic fowl,1,Is it true that lids are domestic fowl?,lids,domestic fowl
9606,294,1,ns_2,lid,domestic fowl,2,Is it true that a lid is domestic fowl?,lid,domestic fowl
9607,294,1,ns_2,lid,domestic fowl,3,Is it true that lids are a type of domestic fowl?,lids,domestic fowl
9608,294,1,ns_2,lid,domestic fowl,4,Is it true that a lid is a type of domestic fowl?,lid,domestic fowl
9609,294,1,ns_3,lid,linen,1,Is it true that lids are linen?,lids,linen
9610,294,1,ns_3,lid,linen,2,Is it true that a lid is linen?,lid,linen
9611,294,1,ns_3,lid,linen,3,Is it true that lids are a type of linen?,lids,linen
9612,294,1,ns_3,lid,linen,4,Is it true that a lid is a type of linen?,lid,linen
9613,294,1,ns_4,lid,building,1,Is it true that lids are buildings?,lids,buildings
9614,294,1,ns_4,lid,building,2,Is it true that a lid is a building?,lid,building
9615,294,1,ns_4,lid,building,3,Is it true that lids are a type of building?,lids,building
9616,294,1,ns_4,lid,building,4,Is it true that a lid is a type of building?,lid,building
9617,294,2,ns_1,lid,paved surface,1,Is it true that lids are paved surfaces?,lids,paved surfaces
9618,294,2,ns_1,lid,paved surface,2,Is it true that a lid is a paved surface?,lid,paved surface
9619,294,2,ns_1,lid,paved surface,3,Is it true that lids are a type of paved surface?,lids,paved surface
9620,294,2,ns_1,lid,paved surface,4,Is it true that a lid is a type of paved surface?,lid,paved surface
9621,294,2,ns_2,lid,grassland,1,Is it true that lids are grasslands?,lids,grasslands
9622,294,2,ns_2,lid,grassland,2,Is it true that a lid is grasslands?,lid,grasslands
9623,294,2,ns_2,lid,grassland,3,Is it true that lids are a type of grassland?,lids,grassland
9624,294,2,ns_2,lid,grassland,4,Is it true that a lid is a type of grassland?,lid,grassland
9625,294,2,ns_3,lid,facility,1,Is it true that lids are facilities?,lids,facilities
9626,294,2,ns_3,lid,facility,2,Is it true that a lid is a facility?,lid,facility
9627,294,2,ns_3,lid,facility,3,Is it true that lids are a type of facility?,lids,facility
9628,294,2,ns_3,lid,facility,4,Is it true that a lid is a type of facility?,lid,facility
9629,294,2,ns_4,lid,sheet,1,Is it true that lids are sheets?,lids,sheets
9630,294,2,ns_4,lid,sheet,2,Is it true that a lid is a sheet?,lid,sheet
9631,294,2,ns_4,lid,sheet,3,Is it true that lids are a type of sheet?,lids,sheet
9632,294,2,ns_4,lid,sheet,4,Is it true that a lid is a type of sheet?,lid,sheet
9633,294,3,ns_1,lid,condiment,1,Is it true that lids are condiments?,lids,condiments
9634,294,3,ns_1,lid,condiment,2,Is it true that a lid is a condiment?,lid,condiment
9635,294,3,ns_1,lid,condiment,3,Is it true that lids are a type of condiment?,lids,condiment
9636,294,3,ns_1,lid,condiment,4,Is it true that a lid is a type of condiment?,lid,condiment
9637,294,3,ns_2,lid,pan,1,Is it true that lids are pans?,lids,pans
9638,294,3,ns_2,lid,pan,2,Is it true that a lid is a pan?,lid,pan
9639,294,3,ns_2,lid,pan,3,Is it true that lids are a type of pan?,lids,pan
9640,294,3,ns_2,lid,pan,4,Is it true that a lid is a type of pan?,lid,pan
9641,294,3,ns_3,lid,hair,1,Is it true that lids are hair?,lids,hair
9642,294,3,ns_3,lid,hair,2,Is it true that a lid is hair?,lid,hair
9643,294,3,ns_3,lid,hair,3,Is it true that lids are a type of hair?,lids,hair
9644,294,3,ns_3,lid,hair,4,Is it true that a lid is a type of hair?,lid,hair
9645,294,3,ns_4,lid,facility,1,Is it true that lids are facilities?,lids,facilities
9646,294,3,ns_4,lid,facility,2,Is it true that a lid is a facility?,lid,facility
9647,294,3,ns_4,lid,facility,3,Is it true that lids are a type of facility?,lids,facility
9648,294,3,ns_4,lid,facility,4,Is it true that a lid is a type of facility?,lid,facility
9649,295,1,ns_1,wok,fodder,1,Is it true that woks are fodder?,woks,fodder
9650,295,1,ns_1,wok,fodder,2,Is it true that a wok is fodder?,wok,fodder
9651,295,1,ns_1,wok,fodder,3,Is it true that woks are a type of fodder?,woks,fodder
9652,295,1,ns_1,wok,fodder,4,Is it true that a wok is a type of fodder?,wok,fodder
9653,295,1,ns_2,wok,pastry,1,Is it true that woks are pastries?,woks,pastries
9654,295,1,ns_2,wok,pastry,2,Is it true that a wok is a pastry?,wok,pastry
9655,295,1,ns_2,wok,pastry,3,Is it true that woks are a type of pastry?,woks,pastry
9656,295,1,ns_2,wok,pastry,4,Is it true that a wok is a type of pastry?,wok,pastry
9657,295,1,ns_3,wok,athlete,1,Is it true that woks are athletes?,woks,athletes
9658,295,1,ns_3,wok,athlete,2,Is it true that a wok is an athelete?,wok,athelete
9659,295,1,ns_3,wok,athlete,3,Is it true that woks are a type of athlete?,woks,athlete
9660,295,1,ns_3,wok,athlete,4,Is it true that a wok is a type of athlete?,wok,athlete
9661,295,1,ns_4,wok,equipment,1,Is it true that woks are equipment?,woks,equipment
9662,295,1,ns_4,wok,equipment,2,Is it true that a wok is equipment?,wok,equipment
9663,295,1,ns_4,wok,equipment,3,Is it true that woks are a type of equipment?,woks,equipment
9664,295,1,ns_4,wok,equipment,4,Is it true that a wok is a type of equipment?,wok,equipment
9665,295,2,ns_1,wok,horizontal surface,1,Is it true that woks are horizontal surfaces?,woks,horizontal surfaces
9666,295,2,ns_1,wok,horizontal surface,2,Is it true that a wok is a horizontal surface?,wok,horizontal surface
9667,295,2,ns_1,wok,horizontal surface,3,Is it true that woks are a type of horizontal surface?,woks,horizontal surface
9668,295,2,ns_1,wok,horizontal surface,4,Is it true that a wok is a type of horizontal surface?,wok,horizontal surface
9669,295,2,ns_2,wok,bedding,1,Is it true that woks are bedding?,woks,bedding
9670,295,2,ns_2,wok,bedding,2,Is it true that a wok is bedding?,wok,bedding
9671,295,2,ns_2,wok,bedding,3,Is it true that woks are a type of bedding?,woks,bedding
9672,295,2,ns_2,wok,bedding,4,Is it true that a wok is a type of bedding?,wok,bedding
9673,295,2,ns_3,wok,bedroom furniture,1,Is it true that woks are bedroom furniture?,woks,bedroom furniture
9674,295,2,ns_3,wok,bedroom furniture,2,Is it true that a wok is bedroom furniture?,wok,bedroom furniture
9675,295,2,ns_3,wok,bedroom furniture,3,Is it true that woks are a type of bedroom furniture?,woks,bedroom furniture
9676,295,2,ns_3,wok,bedroom furniture,4,Is it true that a wok is a type of bedroom furniture?,wok,bedroom furniture
9677,295,2,ns_4,wok,small boat,1,Is it true that woks are small boats?,woks,small boats
9678,295,2,ns_4,wok,small boat,2,Is it true that a wok is a small boat?,wok,small boat
9679,295,2,ns_4,wok,small boat,3,Is it true that woks are a type of small boat?,woks,small boat
9680,295,2,ns_4,wok,small boat,4,Is it true that a wok is a type of small boat?,wok,small boat
9681,295,3,ns_1,wok,succulent,1,Is it true that woks are succulents?,woks,succulents
9682,295,3,ns_1,wok,succulent,2,Is it true that a wok is a succulent?,wok,succulent
9683,295,3,ns_1,wok,succulent,3,Is it true that woks are a type of succulent?,woks,succulent
9684,295,3,ns_1,wok,succulent,4,Is it true that a wok is a type of succulent?,wok,succulent
9685,295,3,ns_2,wok,small boat,1,Is it true that woks are small boats?,woks,small boats
9686,295,3,ns_2,wok,small boat,2,Is it true that a wok is a small boat?,wok,small boat
9687,295,3,ns_2,wok,small boat,3,Is it true that woks are a type of small boat?,woks,small boat
9688,295,3,ns_2,wok,small boat,4,Is it true that a wok is a type of small boat?,wok,small boat
9689,295,3,ns_3,wok,fluid,1,Is it true that woks are fluids?,woks,fluids
9690,295,3,ns_3,wok,fluid,2,Is it true that a wok is a fluid?,wok,fluid
9691,295,3,ns_3,wok,fluid,3,Is it true that woks are a type of fluid?,woks,fluid
9692,295,3,ns_3,wok,fluid,4,Is it true that a wok is a type of fluid?,wok,fluid
9693,295,3,ns_4,wok,jewelry,1,Is it true that woks are jewelries?,woks,jewelries
9694,295,3,ns_4,wok,jewelry,2,Is it true that a wok is jewelry?,wok,jewelry
9695,295,3,ns_4,wok,jewelry,3,Is it true that woks are a type of jewelry?,woks,jewelry
9696,295,3,ns_4,wok,jewelry,4,Is it true that a wok is a type of jewelry?,wok,jewelry
9697,296,1,ns_1,pencil,furniture,1,Is it true that pencils are furniture?,pencils,furniture
9698,296,1,ns_1,pencil,furniture,2,Is it true that a pencil is furniture?,pencil,furniture
9699,296,1,ns_1,pencil,furniture,3,Is it true that pencils are a type of furniture?,pencils,furniture
9700,296,1,ns_1,pencil,furniture,4,Is it true that a pencil is a type of furniture?,pencil,furniture
9701,296,1,ns_2,pencil,cattle,1,Is it true that pencils are cattle?,pencils,cattle
9702,296,1,ns_2,pencil,cattle,2,Is it true that a pencil is cattle?,pencil,cattle
9703,296,1,ns_2,pencil,cattle,3,Is it true that pencils are a type of cattle?,pencils,cattle
9704,296,1,ns_2,pencil,cattle,4,Is it true that a pencil is a type of cattle?,pencil,cattle
9705,296,1,ns_3,pencil,work surface,1,Is it true that pencils are work surfaces?,pencils,work surfaces
9706,296,1,ns_3,pencil,work surface,2,Is it true that a pencil is a work surface?,pencil,work surface
9707,296,1,ns_3,pencil,work surface,3,Is it true that pencils are a type of work surface?,pencils,work surface
9708,296,1,ns_3,pencil,work surface,4,Is it true that a pencil is a type of work surface?,pencil,work surface
9709,296,1,ns_4,pencil,entrance,1,Is it true that pencils are entrances?,pencils,entrances
9710,296,1,ns_4,pencil,entrance,2,Is it true that a pencil is an entrance?,pencil,entrance
9711,296,1,ns_4,pencil,entrance,3,Is it true that pencils are a type of entrance?,pencils,entrance
9712,296,1,ns_4,pencil,entrance,4,Is it true that a pencil is a type of entrance?,pencil,entrance
9713,297,1,ns_1,comforter,body of water,1,Is it true that comforters are bodies of water?,comforters,bodies of water
9714,297,1,ns_1,comforter,body of water,2,Is it true that a comforter is a body of water?,comforter,body of water
9715,297,1,ns_1,comforter,body of water,3,Is it true that comforters are a type of body of water?,comforters,body of water
9716,297,1,ns_1,comforter,body of water,4,Is it true that a comforter is a type of body of water?,comforter,body of water
9717,297,1,ns_2,comforter,earth,1,Is it true that comforters are earth?,comforters,earth
9718,297,1,ns_2,comforter,earth,2,Is it true that a comforter is earth?,comforter,earth
9719,297,1,ns_2,comforter,earth,3,Is it true that comforters are a type of earth?,comforters,earth
9720,297,1,ns_2,comforter,earth,4,Is it true that a comforter is a type of earth?,comforter,earth
9721,297,1,ns_3,comforter,protective garment,1,Is it true that comforters are protective garments?,comforters,protective garments
9722,297,1,ns_3,comforter,protective garment,2,Is it true that a comforter is protective garment?,comforter,protective garment
9723,297,1,ns_3,comforter,protective garment,3,Is it true that comforters are a type of protective garment?,comforters,protective garment
9724,297,1,ns_3,comforter,protective garment,4,Is it true that a comforter is a type of protective garment?,comforter,protective garment
9725,297,1,ns_4,comforter,food,1,Is it true that comforters are foods?,comforters,foods
9726,297,1,ns_4,comforter,food,2,Is it true that a comforter is food?,comforter,food
9727,297,1,ns_4,comforter,food,3,Is it true that comforters are a type of food?,comforters,food
9728,297,1,ns_4,comforter,food,4,Is it true that a comforter is a type of food?,comforter,food
9729,297,2,ns_1,comforter,shirt,1,Is it true that comforters are shirts?,comforters,shirts
9730,297,2,ns_1,comforter,shirt,2,Is it true that a comforter is a shirt?,comforter,shirt
9731,297,2,ns_1,comforter,shirt,3,Is it true that comforters are a type of shirt?,comforters,shirt
9732,297,2,ns_1,comforter,shirt,4,Is it true that a comforter is a type of shirt?,comforter,shirt
9733,297,2,ns_2,comforter,water vehicle,1,Is it true that comforters are water vehicles?,comforters,water vehicles
9734,297,2,ns_2,comforter,water vehicle,2,Is it true that a comforter is a water vehicle?,comforter,water vehicle
9735,297,2,ns_2,comforter,water vehicle,3,Is it true that comforters are a type of water vehicle?,comforters,water vehicle
9736,297,2,ns_2,comforter,water vehicle,4,Is it true that a comforter is a type of water vehicle?,comforter,water vehicle
9737,297,2,ns_3,comforter,spice,1,Is it true that comforters are spices?,comforters,spices
9738,297,2,ns_3,comforter,spice,2,Is it true that a comforter is spices?,comforter,spices
9739,297,2,ns_3,comforter,spice,3,Is it true that comforters are a type of spice?,comforters,spice
9740,297,2,ns_3,comforter,spice,4,Is it true that a comforter is a type of spice?,comforter,spice
9741,297,2,ns_4,comforter,motor vehicle,1,Is it true that comforters are motor vehicles?,comforters,motor vehicles
9742,297,2,ns_4,comforter,motor vehicle,2,Is it true that a comforter is motor vehicles?,comforter,motor vehicles
9743,297,2,ns_4,comforter,motor vehicle,3,Is it true that comforters are a type of motor vehicle?,comforters,motor vehicle
9744,297,2,ns_4,comforter,motor vehicle,4,Is it true that a comforter is a type of motor vehicle?,comforter,motor vehicle
9745,298,1,ns_1,sponge,dairy product,1,Is it true that sponges are dairy products?,sponges,dairy products
9746,298,1,ns_1,sponge,dairy product,2,Is it true that a sponge is dairy products?,sponge,dairy products
9747,298,1,ns_1,sponge,dairy product,3,Is it true that sponges are a type of dairy product?,sponges,dairy product
9748,298,1,ns_1,sponge,dairy product,4,Is it true that a sponge is a type of dairy product?,sponge,dairy product
9749,298,1,ns_2,sponge,shelter,1,Is it true that sponges are shelters?,sponges,shelters
9750,298,1,ns_2,sponge,shelter,2,Is it true that a sponge is a shelter?,sponge,shelter
9751,298,1,ns_2,sponge,shelter,3,Is it true that sponges are a type of shelter?,sponges,shelter
9752,298,1,ns_2,sponge,shelter,4,Is it true that a sponge is a type of shelter?,sponge,shelter
9753,298,1,ns_3,sponge,bat,1,Is it true that sponges are bats?,sponges,bats
9754,298,1,ns_3,sponge,bat,2,Is it true that a sponge is a bat?,sponge,bat
9755,298,1,ns_3,sponge,bat,3,Is it true that sponges are a type of bat?,sponges,bat
9756,298,1,ns_3,sponge,bat,4,Is it true that a sponge is a type of bat?,sponge,bat
9757,298,1,ns_4,sponge,plumbing fixture,1,Is it true that sponges are plumbing fixtures?,sponges,plumbing fixtures
9758,298,1,ns_4,sponge,plumbing fixture,2,Is it true that a sponge is a plumbing fixture?,sponge,plumbing fixture
9759,298,1,ns_4,sponge,plumbing fixture,3,Is it true that sponges are a type of plumbing fixture?,sponges,plumbing fixture
9760,298,1,ns_4,sponge,plumbing fixture,4,Is it true that a sponge is a type of plumbing fixture?,sponge,plumbing fixture
9761,299,1,ns_1,notebook,ball,1,Is it true that notebooks are balls?,notebooks,balls
9762,299,1,ns_1,notebook,ball,2,Is it true that a notebook is a ball?,notebook,ball
9763,299,1,ns_1,notebook,ball,3,Is it true that notebooks are a type of ball?,notebooks,ball
9764,299,1,ns_1,notebook,ball,4,Is it true that a notebook is a type of ball?,notebook,ball
9765,299,1,ns_2,notebook,cat,1,Is it true that notebooks are cats?,notebooks,cats
9766,299,1,ns_2,notebook,cat,2,Is it true that a notebook is a cat?,notebook,cat
9767,299,1,ns_2,notebook,cat,3,Is it true that notebooks are a type of cat?,notebooks,cat
9768,299,1,ns_2,notebook,cat,4,Is it true that a notebook is a type of cat?,notebook,cat
9769,299,1,ns_3,notebook,game,1,Is it true that notebooks are games?,notebooks,games
9770,299,1,ns_3,notebook,game,2,Is it true that a notebook is a game?,notebook,game
9771,299,1,ns_3,notebook,game,3,Is it true that notebooks are a type of game?,notebooks,game
9772,299,1,ns_3,notebook,game,4,Is it true that a notebook is a type of game?,notebook,game
9773,299,1,ns_4,notebook,tool,1,Is it true that notebooks are tools?,notebooks,tools
9774,299,1,ns_4,notebook,tool,2,Is it true that a notebook is a tool?,notebook,tool
9775,299,1,ns_4,notebook,tool,3,Is it true that notebooks are a type of tool?,notebooks,tool
9776,299,1,ns_4,notebook,tool,4,Is it true that a notebook is a type of tool?,notebook,tool
9777,300,1,ns_1,pen,citrus fruit,1,Is it true that pens are citrus fruits?,pens,citrus fruits
9778,300,1,ns_1,pen,citrus fruit,2,Is it true that a pen is citrus fruits?,pen,citrus fruits
9779,300,1,ns_1,pen,citrus fruit,3,Is it true that pens are a type of citrus fruit?,pens,citrus fruit
9780,300,1,ns_1,pen,citrus fruit,4,Is it true that a pen is a type of citrus fruit?,pen,citrus fruit
9781,300,1,ns_2,pen,fixture,1,Is it true that pens are fixtures?,pens,fixtures
9782,300,1,ns_2,pen,fixture,2,Is it true that a pen is a fixture?,pen,fixture
9783,300,1,ns_2,pen,fixture,3,Is it true that pens are a type of fixture?,pens,fixture
9784,300,1,ns_2,pen,fixture,4,Is it true that a pen is a type of fixture?,pen,fixture
9785,300,1,ns_3,pen,walk,1,Is it true that pens are walks?,pens,walks
9786,300,1,ns_3,pen,walk,2,Is it true that a pen is a walk?,pen,walk
9787,300,1,ns_3,pen,walk,3,Is it true that pens are a type of walk?,pens,walk
9788,300,1,ns_3,pen,walk,4,Is it true that a pen is a type of walk?,pen,walk
9789,300,1,ns_4,pen,church,1,Is it true that pens are churches?,pens,churches
9790,300,1,ns_4,pen,church,2,Is it true that a pen is a church?,pen,church
9791,300,1,ns_4,pen,church,3,Is it true that pens are a type of church?,pens,church
9792,300,1,ns_4,pen,church,4,Is it true that a pen is a type of church?,pen,church
9793,301,1,ns_1,dumpster,device,1,Is it true that dumpsters are devices?,dumpsters,devices
9794,301,1,ns_1,dumpster,device,2,Is it true that a dumpster is a device?,dumpster,device
9795,301,1,ns_1,dumpster,device,3,Is it true that dumpsters are a type of device?,dumpsters,device
9796,301,1,ns_1,dumpster,device,4,Is it true that a dumpster is a type of device?,dumpster,device
