item,idx,category,category_item,hypernym,hypernym_item,swapped-hyponym,swapped-hypernym,hypernym_question,swapped_question
1661,6641,candlestick,candlesticks,home decor,home decor,home decors,candlestick,Is it true that candlesticks are a type of home decor?,Is it true that home decors is a type of candlestick?
1662,6645,ring,rings,jewelry,jewelry,jewelries,ring,Is it true that rings are a type of jewelry?,Is it true that jewelries is a type of ring?
1663,6649,knot,knots,fastener,fastener,fasteners,knot,Is it true that knots are a type of fastener?,Is it true that fasteners are a type of knot?
1664,6653,almond,almonds,food,food,foods,almond,Is it true that almonds are a type of food?,Is it true that foods is a type of almond?
1665,6657,ashtray,ashtrays,container,container,containers,ashtray,Is it true that ashtrays are a type of container?,Is it true that containers are a type of ashtray?
1666,6661,stew,stew,food,food,food,stew,Is it true that stew is a type of food?,Is it true that food is a type of stew?
1667,6665,hood,hoods,headwear,headwear,headwear,hood,Is it true that hoods are a type of headwear?,Is it true that headwear is a type of hood?
1668,6669,meat,meat,food,food,food,meat,Is it true that meat is a type of food?,Is it true that food is a type of meat?
1669,6673,granola,granola,food,food,food,granola,Is it true that granola is a type of food?,Is it true that food is a type of granola?
1670,6677,roof rack,roof racks,auto part,auto part,auto parts,roof rack,Is it true that roof racks are a type of auto part?,Is it true that auto parts are a type of roof rack?
1671,6681,highchair,highchairs,furniture,furniture,furniture,highchair,Is it true that highchairs are a type of furniture?,Is it true that furniture is a type of highchair?
1672,6685,safety pin,safety pins,fastener,fastener,fasteners,safety pin,Is it true that safety pins are a type of fastener?,Is it true that fasteners are a type of safety pin?
1673,6689,groundhog,groundhogs,mammal,mammal,mammals,groundhog,Is it true that groundhogs are a type of mammal?,Is it true that mammals are a type of groundhog?
1674,6693,groundhog,groundhogs,animal,animal,animals,groundhog,Is it true that groundhogs are a type of animal?,Is it true that animals are a type of groundhog?
1675,6697,clothes,clothes,clothing,clothing,clothing,clothes,Is it true that clothes are a type of clothing?,Is it true that clothing is a type of clothes?
1676,6701,olive,olives,food,food,foods,olive,Is it true that olives are a type of food?,Is it true that foods is a type of olive?
1677,6705,brake,brakes,auto part,auto part,auto parts,brake,Is it true that brakes are a type of auto part?,Is it true that auto parts are a type of brake?
1678,6709,workbench,workbenches,furniture,furniture,furniture,workbench,Is it true that workbenches are a type of furniture?,Is it true that furniture is a type of workbench?
1679,6713,undershirt,undershirts,clothing,clothing,clothing,undershirt,Is it true that undershirts are a type of clothing?,Is it true that clothing is a type of undershirt?
1680,6717,bullet,bullets,weapon,weapon,weapons,bullet,Is it true that bullets are a type of weapon?,Is it true that weapons are a type of bullet?
1681,6721,jump rope,jump ropes,game,game,games,jump rope,Is it true that jump ropes are a type of game?,Is it true that games are a type of jump rope?
1682,6725,gun,guns,weapon,weapon,weapons,gun,Is it true that guns are a type of weapon?,Is it true that weapons are a type of gun?
1683,6729,poster,posters,home decor,home decor,home decors,poster,Is it true that posters are a type of home decor?,Is it true that home decors is a type of poster?
1684,6733,mold,molds,container,container,containers,mold,Is it true that molds are a type of container?,Is it true that containers are a type of mold?
1685,6737,reindeer,reindeers,mammal,mammal,mammals,reindeer,Is it true that reindeers are a type of mammal?,Is it true that mammals are a type of reindeer?
1686,6741,reindeer,reindeers,animal,animal,animals,reindeer,Is it true that reindeers are a type of animal?,Is it true that animals are a type of reindeer?
1687,6745,stove,stoves,kitchen equipment,kitchen equipment,kitchen equipment,stove,Is it true that stoves are a type of kitchen equipment?,Is it true that kitchen equipment is a type of stove?
1688,6749,rattlesnake,rattlesnakes,animal,animal,animals,rattlesnake,Is it true that rattlesnakes are a type of animal?,Is it true that animals are a type of rattlesnake?
1689,6753,platypus,platypuses,animal,animal,animals,platypus,Is it true that platypuses are a type of animal?,Is it true that animals are a type of platypus?
1690,6757,platypus,platypuses,mammal,mammal,mammals,platypus,Is it true that platypuses are a type of mammal?,Is it true that mammals are a type of platypus?
1691,6761,snowmobile,snowmobiles,vehicle,vehicle,vehicles,snowmobile,Is it true that snowmobiles are a type of vehicle?,Is it true that vehicles are a type of snowmobile?
1692,6765,shorts,shorts,clothing,clothing,clothing,shorts,Is it true that shorts are a type of clothing?,Is it true that clothing is a type of shorts?
1693,6769,hinge,hinges,tool,tool,tools,hinge,Is it true that hinges are a type of tool?,Is it true that tools are a type of hinge?
1694,6773,stir fry,stir fry,food,food,food,stir fry,Is it true that a stir fry is a type of food?,Is it true that food is a type of stir fry?
1695,6777,soy sauce,soy sauce,food,food,food,soy sauce,Is it true that soy sauce is a type of food?,Is it true that food is a type of soy sauce?
1696,6781,soy sauce,soy sauce,condiment,condiment,condiment,soy sauce,Is it true that soy sauce is a type of condiment?,Is it true that a condiment are a type of soy sauce?
1697,6785,canister,canisters,container,container,containers,canister,Is it true that canisters are a type of container?,Is it true that containers are a type of canister?
1698,6789,steak,steaks,food,food,foods,steak,Is it true that steaks are a type of food?,Is it true that foods is a type of steak?
1699,6793,gavel,gavels,tool,tool,tools,gavel,Is it true that gavels are a type of tool?,Is it true that tools are a type of gavel?
1700,6797,flamingo,flamingoes,animal,animal,animals,flamingo,Is it true that flamingoes are a type of animal?,Is it true that animals are a type of flamingo?
1701,6801,flamingo,flamingoes,bird,bird,birds,flamingo,Is it true that flamingoes are a type of bird?,Is it true that birds are a type of flamingo?
1702,6805,scrabble,scrabble,game,game,game,scrabble,Is it true that scrabble is a type of game?,Is it true that a game are a type of scrabble?
1703,6809,dashboard,dashboards,auto part,auto part,auto parts,dashboard,Is it true that dashboards are a type of auto part?,Is it true that auto parts are a type of dashboard?
1704,6813,nut,nuts,food,food,foods,nut,Is it true that nuts are a type of food?,Is it true that foods is a type of nut?
1705,6817,buggy,buggies,vehicle,vehicle,vehicles,buggy,Is it true that buggies are a type of vehicle?,Is it true that vehicles are a type of buggy?
1706,6821,chopsticks,chopsticks,tool,tool,tools,chopsticks,Is it true that chopsticks are a type of tool?,Is it true that tools are a type of chopsticks?
1707,6825,cash machine,cash machines,electronic device,electronic device,electronic devices,cash machine,Is it true that cash machines are a type of electronic device?,Is it true that electronic devices are a type of cash machine?
1708,6829,goblet,goblets,container,container,containers,goblet,Is it true that goblets are a type of container?,Is it true that containers are a type of goblet?
1709,6833,leotard,leotards,clothing,clothing,clothing,leotard,Is it true that leotards are a type of clothing?,Is it true that clothing is a type of leotard?
1710,6837,keg,kegs,container,container,containers,keg,Is it true that kegs are a type of container?,Is it true that containers are a type of keg?
1711,6841,seahorse,seahorses,sea animal,sea animal,sea animals,seahorse,Is it true that seahorses are a type of sea animal?,Is it true that sea animals are a type of seahorse?
1712,6845,seahorse,seahorses,animal,animal,animals,seahorse,Is it true that seahorses are a type of animal?,Is it true that animals are a type of seahorse?
1713,6849,swimsuit,swimsuits,clothing,clothing,clothing,swimsuit,Is it true that swimsuits are a type of clothing?,Is it true that clothing is a type of swimsuit?
1714,6853,patch,patches,accessory,accessory,accessories,patch,Is it true that patches are a type of accessory?,Is it true that accessories are a type of patch?
1715,6857,toothpaste,toothpaste,toiletry,toiletry,toiletry,toothpaste,Is it true that toothpaste is a type of toiletry?,Is it true that a toiletry are a type of toothpaste?
1716,6861,tea,tea,drink,drink,drink,tea,Is it true that tea is a type of drink?,Is it true that a drink are a type of tea?
1717,6865,slicer,slicers,electronic device,electronic device,electronic devices,slicer,Is it true that slicers are a type of electronic device?,Is it true that electronic devices are a type of slicer?
1718,6869,slicer,slicers,kitchen equipment,kitchen equipment,kitchen equipment,slicer,Is it true that slicers are a type of kitchen equipment?,Is it true that kitchen equipment is a type of slicer?
1719,6873,stuffing,stuffing,food,food,food,stuffing,Is it true that stuffing is a type of food?,Is it true that food is a type of stuffing?
1720,6877,stamp,stamps,tool,tool,tools,stamp,Is it true that stamps are a type of tool?,Is it true that tools are a type of stamp?
1721,6881,abacus,abacuses,home decor,home decor,home decors,abacus,Is it true that abacuses are a type of home decor?,Is it true that home decors is a type of abacus?
1722,6885,frame,frames,home decor,home decor,home decors,frame,Is it true that frames are a type of home decor?,Is it true that home decors is a type of frame?
1723,6889,cane,canes,medical equipment,medical equipment,medical equipments,cane,Is it true that canes are a type of medical equipment?,Is it true that medical equipments is a type of cane?
1724,6893,lightbulb,lightbulbs,tool,tool,tools,lightbulb,Is it true that lightbulbs are a type of tool?,Is it true that tools are a type of lightbulb?
1725,6897,trunk,trunks,container,container,containers,trunk,Is it true that trunks are a type of container?,Is it true that containers are a type of trunk?
1726,6901,vegetable,vegetables,food,food,foods,vegetable,Is it true that vegetables are a type of food?,Is it true that foods is a type of vegetable?
1727,6905,dessert,desserts,food,food,foods,dessert,Is it true that desserts are a type of food?,Is it true that foods is a type of dessert?
1728,6909,tortellini,tortellini,food,food,food,tortellini,Is it true that tortellini is a type of food?,Is it true that food is a type of tortellini?
1729,6913,hammock,hammocks,furniture,furniture,furniture,hammock,Is it true that hammocks are a type of furniture?,Is it true that furniture is a type of hammock?
1730,6917,shawl,shawls,clothing,clothing,clothing,shawl,Is it true that shawls are a type of clothing?,Is it true that clothing is a type of shawl?
1731,6921,shawl,shawls,accessory,accessory,accessories,shawl,Is it true that shawls are a type of accessory?,Is it true that accessories are a type of shawl?
1732,6925,shawl,shawls,outerwear,outerwear,outerwear,shawl,Is it true that shawls are a type of outerwear?,Is it true that outerwear is a type of shawl?
1733,6929,grass,grass,plant,plant,plant,grass,Is it true that grass is a type of plant?,Is it true that a plant are a type of grass?
1734,6933,dollhouse,dollhouses,toy,toy,toys,dollhouse,Is it true that dollhouses are a type of toy?,Is it true that toys are a type of dollhouse?
1735,6937,duffel bag,duffel bags,container,container,containers,duffel bag,Is it true that duffel bags are a type of container?,Is it true that containers are a type of duffel bag?
1736,6941,bird,birds,animal,animal,animals,bird,Is it true that birds are a type of animal?,Is it true that animals are a type of bird?
1737,6945,taxi,taxis,vehicle,vehicle,vehicles,taxi,Is it true that taxis are a type of vehicle?,Is it true that vehicles are a type of taxi?
1738,6949,beachball,beachballs,toy,toy,toys,beachball,Is it true that beachballs are a type of toy?,Is it true that toys are a type of beachball?
1739,6953,washing machine,washing machines,electronic device,electronic device,electronic devices,washing machine,Is it true that washing machines are a type of electronic device?,Is it true that electronic devices are a type of washing machine?
1740,6957,dresser,dressers,furniture,furniture,furniture,dresser,Is it true that dressers are a type of furniture?,Is it true that furniture is a type of dresser?
1741,6961,dresser,dressers,container,container,containers,dresser,Is it true that dressers are a type of container?,Is it true that containers are a type of dresser?
1742,6965,marker,markers,tool,tool,tools,marker,Is it true that markers are a type of tool?,Is it true that tools are a type of marker?
1743,6969,marker,markers,school supply,school supply,school supplies,marker,Is it true that markers are a type of school supply?,Is it true that school supplies are a type of marker?
1744,6973,sled,sleds,vehicle,vehicle,vehicles,sled,Is it true that sleds are a type of vehicle?,Is it true that vehicles are a type of sled?
1745,6977,fig,figs,fruit,fruit,fruits,fig,Is it true that figs are a type of fruit?,Is it true that fruits are a type of fig?
1746,6981,fig,figs,food,food,foods,fig,Is it true that figs are a type of food?,Is it true that foods is a type of fig?
1747,6985,moccasin,moccasins,footwear,footwear,footwears,moccasin,Is it true that moccasins are a type of footwear?,Is it true that footwears is a type of moccasin?
1748,6989,moccasin,moccasins,clothing,clothing,clothing,moccasin,Is it true that moccasins are a type of clothing?,Is it true that clothing is a type of moccasin?
1749,6993,sugar cube,sugar cubes,food,food,foods,sugar cube,Is it true that sugar cubes are a type of food?,Is it true that foods is a type of sugar cube?
1750,6997,doorknocker,doorknockers,home decor,home decor,home decors,doorknocker,Is it true that doorknockers are a type of home decor?,Is it true that home decors is a type of doorknocker?
1751,7001,doorknocker,doorknockers,tool,tool,tools,doorknocker,Is it true that doorknockers are a type of tool?,Is it true that tools are a type of doorknocker?
1752,7005,train,trains,vehicle,vehicle,vehicles,train,Is it true that trains are a type of vehicle?,Is it true that vehicles are a type of train?
1753,7009,canoe,canoes,vehicle,vehicle,vehicles,canoe,Is it true that canoes are a type of vehicle?,Is it true that vehicles are a type of canoe?
1754,7013,canoe,canoes,water vehicle,water vehicle,water vehicles,canoe,Is it true that canoes are a type of water vehicle?,Is it true that water vehicles are a type of canoe?
1755,7017,macaroni,macaroni,food,food,food,macaroni,Is it true that macaroni is a type of food?,Is it true that food is a type of macaroni?
1756,7021,macadamia,macadamia nuts,food,food,foods,macadamia nut,Is it true that macadamia nuts are a type of food?,Is it true that foods is a type of macadamia nut?
1757,7025,toga,togas,clothing,clothing,clothing,toga,Is it true that togas are a type of clothing?,Is it true that clothing is a type of toga?
1758,7029,ravioli,ravioli,food,food,food,ravioli,Is it true that ravioli is a type of food?,Is it true that food is a type of ravioli?
1759,7033,meerkat,meerkats,mammal,mammal,mammals,meerkat,Is it true that meerkats are a type of mammal?,Is it true that mammals are a type of meerkat?
1760,7037,meerkat,meerkats,animal,animal,animals,meerkat,Is it true that meerkats are a type of animal?,Is it true that animals are a type of meerkat?
1761,7041,sandpaper,sandpapers,tool,tool,tools,sandpaper,Is it true that sandpapers are a type of tool?,Is it true that tools are a type of sandpaper?
1762,7045,amplifier,amplifiers,electronic device,electronic device,electronic devices,amplifier,Is it true that amplifiers are a type of electronic device?,Is it true that electronic devices are a type of amplifier?
1763,7049,computer screen,computer screens,electronic device,electronic device,electronic devices,computer screen,Is it true that computer screens are a type of electronic device?,Is it true that electronic devices are a type of computer screen?
1764,7053,floss,flosses,toiletry,toiletry,toiletries,floss,Is it true that flosses are a type of toiletry?,Is it true that toiletries are a type of floss?
1765,7057,iceskate,iceskates,footwear,footwear,footwears,iceskate,Is it true that iceskates are a type of footwear?,Is it true that footwears is a type of iceskate?
1766,7061,statue,statues,home decor,home decor,home decors,statue,Is it true that statues are a type of home decor?,Is it true that home decors is a type of statue?
1767,7065,ski boots,ski boots,clothing,clothing,clothing,ski boots,Is it true that ski boots are a type of clothing?,Is it true that clothing is a type of ski boots?
1768,7069,ski boots,ski boots,footwear,footwear,footwears,ski boots,Is it true that ski boots are a type of footwear?,Is it true that footwears is a type of ski boots?
1769,7073,paper bag,paper bags,container,container,containers,paper bag,Is it true that paper bags are a type of container?,Is it true that containers are a type of paper bag?
1770,7077,calculator,calculators,school supply,school supply,school supplies,calculator,Is it true that calculators are a type of school supply?,Is it true that school supplies are a type of calculator?
1771,7081,string cheese,string cheese,food,food,food,string cheese,Is it true that string cheese is a type of food?,Is it true that food is a type of string cheese?
1772,7085,lip balm,lip balms,toiletry,toiletry,toiletries,lip balm,Is it true that lip balms are a type of toiletry?,Is it true that toiletries are a type of lip balm?
1773,7089,tapestry,tapestries,home decor,home decor,home decors,tapestry,Is it true that tapestries are a type of home decor?,Is it true that home decors is a type of tapestry?
1774,7093,seaplane,seaplanes,water vehicle,water vehicle,water vehicles,seaplane,Is it true that seaplanes are a type of water vehicle?,Is it true that water vehicles are a type of seaplane?
1775,7097,seaplane,seaplanes,vehicle,vehicle,vehicles,seaplane,Is it true that seaplanes are a type of vehicle?,Is it true that vehicles are a type of seaplane?
1776,7101,spear,spears,weapon,weapon,weapons,spear,Is it true that spears are a type of weapon?,Is it true that weapons are a type of spear?
1777,7105,bumper,bumpers,auto part,auto part,auto parts,bumper,Is it true that bumpers are a type of auto part?,Is it true that auto parts are a type of bumper?
1778,7109,trashcan,trashcans,container,container,containers,trashcan,Is it true that trashcans are a type of container?,Is it true that containers are a type of trashcan?
1779,7113,pajamas,pajamas,clothing,clothing,clothing,pajamas,Is it true that pajamas are a type of clothing?,Is it true that clothing is a type of pajamas?
1780,7117,baseball bat,baseball bats,weapon,weapon,weapons,baseball bat,Is it true that baseball bats are a type of weapon?,Is it true that weapons are a type of baseball bat?
1781,7121,coleslaw,coleslaws,food,food,foods,coleslaw,Is it true that coleslaws are a type of food?,Is it true that foods is a type of coleslaw?
1782,7125,pizza,pizzas,food,food,foods,pizza,Is it true that pizzas are a type of food?,Is it true that foods is a type of pizza?
1783,7129,boot,boots,clothing,clothing,clothing,boot,Is it true that boots are a type of clothing?,Is it true that clothing is a type of boot?
1784,7133,boot,boots,footwear,footwear,footwears,boot,Is it true that boots are a type of footwear?,Is it true that footwears is a type of boot?
1785,7137,caviar,caviar,food,food,food,caviar,Is it true that caviar is a type of food?,Is it true that food is a type of caviar?
1786,7141,caviar,caviar,seafood,seafood,seafood,caviar,Is it true that caviar is a type of seafood?,Is it true that seafood is a type of caviar?
1787,7145,windshield,windshields,auto part,auto part,auto parts,windshield,Is it true that windshields are a type of auto part?,Is it true that auto parts are a type of windshield?
1788,7149,noodle,noodles,food,food,foods,noodle,Is it true that noodles are a type of food?,Is it true that foods is a type of noodle?
1789,7153,quiche,quiches,food,food,foods,quiche,Is it true that quiches are a type of food?,Is it true that foods is a type of quiche?
1790,7157,earring,earrings,accessory,accessory,accessories,earring,Is it true that earrings are a type of accessory?,Is it true that accessories are a type of earring?
1791,7161,earring,earrings,jewelry,jewelry,jewelries,earring,Is it true that earrings are a type of jewelry?,Is it true that jewelries is a type of earring?
1792,7165,sunroof,sunroofs,auto part,auto part,auto parts,sunroof,Is it true that sunroofs are a type of auto part?,Is it true that auto parts are a type of sunroof?
1793,7169,pita,pita,food,food,food,pita,Is it true that pita is a type of food?,Is it true that food is a type of pita?
1794,7173,alligator,alligators,animal,animal,animals,alligator,Is it true that alligators are a type of animal?,Is it true that animals are a type of alligator?
1795,7177,desk,desks,furniture,furniture,furniture,desk,Is it true that desks are a type of furniture?,Is it true that furniture is a type of desk?
1796,7181,webcam,webcams,electronic device,electronic device,electronic devices,webcam,Is it true that webcams are a type of electronic device?,Is it true that electronic devices are a type of webcam?
1797,7185,hoodie,hoodies,clothing,clothing,clothing,hoodie,Is it true that hoodies are a type of clothing?,Is it true that clothing is a type of hoodie?
1798,7189,meatball,meatballs,food,food,foods,meatball,Is it true that meatballs are a type of food?,Is it true that foods is a type of meatball?
1799,7193,cobra,cobras,animal,animal,animals,cobra,Is it true that cobras are a type of animal?,Is it true that animals are a type of cobra?
1800,7197,steamroller,steamrollers,vehicle,vehicle,vehicles,steamroller,Is it true that steamrollers are a type of vehicle?,Is it true that vehicles are a type of steamroller?
1801,7201,spaghetti,spaghetti,food,food,food,spaghetti,Is it true that spaghetti is a type of food?,Is it true that food is a type of spaghetti?
1802,7205,champagne,champagne,drink,drink,drink,champagne,Is it true that champagne is a type of drink?,Is it true that a drink are a type of champagne?
1803,7209,couch,couches,furniture,furniture,furniture,couch,Is it true that couches are a type of furniture?,Is it true that furniture is a type of couch?
1804,7213,water filter,water filters,kitchen equipment,kitchen equipment,kitchen equipment,water filter,Is it true that water filters are a type of kitchen equipment?,Is it true that kitchen equipment is a type of water filter?
1805,7217,polygraph,polygraphs,electronic device,electronic device,electronic devices,polygraph,Is it true that polygraphs are a type of electronic device?,Is it true that electronic devices are a type of polygraph?
1806,7221,chest,chests,container,container,containers,chest,Is it true that chests are a type of container?,Is it true that containers are a type of chest?
1807,7225,chest,chests,furniture,furniture,furniture,chest,Is it true that chests are a type of furniture?,Is it true that furniture is a type of chest?
1808,7229,birdhouse,birdhouses,home decor,home decor,home decors,birdhouse,Is it true that birdhouses are a type of home decor?,Is it true that home decors is a type of birdhouse?
1809,7233,oven,ovens,kitchen equipment,kitchen equipment,kitchen equipment,oven,Is it true that ovens are a type of kitchen equipment?,Is it true that kitchen equipment is a type of oven?
1810,7237,tomato sauce,tomato sauce,food,food,food,tomato sauce,Is it true that tomato sauce is a type of food?,Is it true that food is a type of tomato sauce?
1811,7241,waffle iron,waffle irons,kitchen equipment,kitchen equipment,kitchen equipment,waffle iron,Is it true that waffle irons are a type of kitchen equipment?,Is it true that kitchen equipment is a type of waffle iron?
1812,7245,waffle iron,waffle irons,electronic device,electronic device,electronic devices,waffle iron,Is it true that waffle irons are a type of electronic device?,Is it true that electronic devices are a type of waffle iron?
1813,7249,hearse,hearses,vehicle,vehicle,vehicles,hearse,Is it true that hearses are a type of vehicle?,Is it true that vehicles are a type of hearse?
1814,7253,antelope,antelopes,animal,animal,animals,antelope,Is it true that antelopes are a type of animal?,Is it true that animals are a type of antelope?
1815,7257,antelope,antelopes,mammal,mammal,mammals,antelope,Is it true that antelopes are a type of mammal?,Is it true that mammals are a type of antelope?
1816,7261,trombone,trombones,musical instrument,musical instrument,musical instruments,trombone,Is it true that trombones are a type of musical instrument?,Is it true that musical instruments are a type of trombone?
1817,7265,headrest,headrests,auto part,auto part,auto parts,headrest,Is it true that headrests are a type of auto part?,Is it true that auto parts are a type of headrest?
1818,7269,centrifuge,centrifuges,electronic device,electronic device,electronic devices,centrifuge,Is it true that centrifuges are a type of electronic device?,Is it true that electronic devices are a type of centrifuge?
1819,7273,fly,flies,insect,insect,insects,fly,Is it true that flies are a type of insect?,Is it true that insects are a type of fly?
1820,7277,fly,flies,animal,animal,animals,fly,Is it true that flies are a type of animal?,Is it true that animals are a type of fly?
1821,7281,doll,dolls,toy,toy,toys,doll,Is it true that dolls are a type of toy?,Is it true that toys are a type of doll?
1822,7285,mandolin,mandolins,musical instrument,musical instrument,musical instruments,mandolin,Is it true that mandolins are a type of musical instrument?,Is it true that musical instruments are a type of mandolin?
1823,7289,broom,brooms,tool,tool,tools,broom,Is it true that brooms are a type of tool?,Is it true that tools are a type of broom?
1824,7293,minivan,minivans,vehicle,vehicle,vehicles,minivan,Is it true that minivans are a type of vehicle?,Is it true that vehicles are a type of minivan?
1825,7297,station wagon,station wagons,vehicle,vehicle,vehicles,station wagon,Is it true that station wagons are a type of vehicle?,Is it true that vehicles are a type of station wagon?
1826,7301,blowgun,blowguns,weapon,weapon,weapons,blowgun,Is it true that blowguns are a type of weapon?,Is it true that weapons are a type of blowgun?
1827,7305,duster,dusters,tool,tool,tools,duster,Is it true that dusters are a type of tool?,Is it true that tools are a type of duster?
1828,7309,taillight,taillights,auto part,auto part,auto parts,taillight,Is it true that taillights are a type of auto part?,Is it true that auto parts are a type of taillight?
1829,7313,walnut,walnuts,food,food,foods,walnut,Is it true that walnuts are a type of food?,Is it true that foods is a type of walnut?
1830,7317,staple gun,staple guns,tool,tool,tools,staple gun,Is it true that staple guns are a type of tool?,Is it true that tools are a type of staple gun?
1831,7321,bassinet,bassinets,furniture,furniture,furniture,bassinet,Is it true that bassinets are a type of furniture?,Is it true that furniture is a type of bassinet?
1832,7325,hedge,hedges,plant,plant,plants,hedge,Is it true that hedges are a type of plant?,Is it true that plants are a type of hedge?
1833,7329,roll,rolls,food,food,foods,roll,Is it true that rolls are a type of food?,Is it true that foods is a type of roll?
1834,7333,tube top,tube tops,clothing,clothing,clothing,tube top,Is it true that tube tops are a type of clothing?,Is it true that clothing is a type of tube top?
1835,7337,tube top,tube tops,women's clothing,women's clothes,women's clothes,tube top,Is it true that tube tops are a type of women's clothes?,Is it true that women's clothes are a type of tube top?
1836,7341,catapult,catapults,weapon,weapon,weapons,catapult,Is it true that catapults are a type of weapon?,Is it true that weapons are a type of catapult?
1837,7345,grenade,grenades,weapon,weapon,weapons,grenade,Is it true that grenades are a type of weapon?,Is it true that weapons are a type of grenade?
1838,7349,bolt,bolts,fastener,fastener,fasteners,bolt,Is it true that bolts are a type of fastener?,Is it true that fasteners are a type of bolt?
1839,7353,bolt,bolts,tool,tool,tools,bolt,Is it true that bolts are a type of tool?,Is it true that tools are a type of bolt?
1840,7357,bathrobe,bathrobes,clothing,clothing,clothing,bathrobe,Is it true that bathrobes are a type of clothing?,Is it true that clothing is a type of bathrobe?
1841,7361,shopping basket,shopping baskets,container,container,containers,shopping basket,Is it true that shopping baskets are a type of container?,Is it true that containers are a type of shopping basket?
1842,7365,fruit,fruits,food,food,foods,fruit,Is it true that fruits are a type of food?,Is it true that foods is a type of fruit?
1843,7369,lemonade,lemonades,drink,drink,drinks,lemonade,Is it true that lemonades are a type of drink?,Is it true that drinks are a type of lemonade?
1844,7373,hairspray,hairsprays,toiletry,toiletry,toiletries,hairspray,Is it true that hairsprays are a type of toiletry?,Is it true that toiletries are a type of hairspray?
1845,7377,wok,woks,container,container,containers,wok,Is it true that woks are a type of container?,Is it true that containers are a type of wok?
1846,7381,gyro,gyros,food,food,foods,gyro,Is it true that gyros are a type of food?,Is it true that foods is a type of gyro?
1847,7385,robot,robots,toy,toy,toys,robot,Is it true that robots are a type of toy?,Is it true that toys are a type of robot?
1848,7389,rifle,rifles,weapon,weapon,weapons,rifle,Is it true that rifles are a type of weapon?,Is it true that weapons are a type of rifle?
1849,7393,snack,snacks,food,food,foods,snack,Is it true that snacks are a type of food?,Is it true that foods is a type of snack?
1850,7397,pepperoni,pepperonis,food,food,foods,pepperoni,Is it true that pepperonis are a type of food?,Is it true that foods is a type of pepperoni?
1851,7401,underwear,underwear,clothing,clothing,clothing,underwear,Is it true that underwear is a type of clothing?,Is it true that clothing is a type of underwear?
1852,7405,water bottle,water bottles,container,container,containers,water bottle,Is it true that water bottles are a type of container?,Is it true that containers are a type of water bottle?
1853,7409,grille,grilles,auto part,auto part,auto parts,grille,Is it true that grilles are a type of auto part?,Is it true that auto parts are a type of grille?
1854,7413,wedge,wedges,tool,tool,tools,wedge,Is it true that wedges are a type of tool?,Is it true that tools are a type of wedge?
1855,7417,piecrust,piecrusts,food,food,foods,piecrust,Is it true that piecrusts are a type of food?,Is it true that foods is a type of piecrust?
1856,7421,bun,buns,food,food,foods,bun,Is it true that buns are a type of food?,Is it true that foods is a type of bun?
1857,7425,washcloth,washcloths,toiletry,toiletry,toiletries,washcloth,Is it true that washcloths are a type of toiletry?,Is it true that toiletries are a type of washcloth?
1858,7429,burner,burners,kitchen equipment,kitchen equipment,kitchen equipment,burner,Is it true that burners are a type of kitchen equipment?,Is it true that kitchen equipment is a type of burner?
1859,7433,scooter,scooters,toy,toy,toys,scooter,Is it true that scooters are a type of toy?,Is it true that toys are a type of scooter?
1860,7437,scooter,scooters,vehicle,vehicle,vehicles,scooter,Is it true that scooters are a type of vehicle?,Is it true that vehicles are a type of scooter?
1861,7441,milk,milk,drink,drink,drink,milk,Is it true that milk is a type of drink?,Is it true that a drink are a type of milk?
1862,7445,scraper,scrapers,tool,tool,tools,scraper,Is it true that scrapers are a type of tool?,Is it true that tools are a type of scraper?
1863,7449,zucchini,zucchini,vegetable,vegetable,vegetable,zucchini,Is it true that zucchini is a type of vegetable?,Is it true that a vegetable are a type of zucchini?
1864,7453,zucchini,zucchini,food,food,food,zucchini,Is it true that zucchini is a type of food?,Is it true that food is a type of zucchini?
1865,7457,faucet,faucets,tool,tool,tools,faucet,Is it true that faucets are a type of tool?,Is it true that tools are a type of faucet?
1866,7461,unicycle,unicycles,vehicle,vehicle,vehicles,unicycle,Is it true that unicycles are a type of vehicle?,Is it true that vehicles are a type of unicycle?
1867,7465,pan,pans,container,container,containers,pan,Is it true that pans are a type of container?,Is it true that containers are a type of pan?
1868,7469,bowl,bowls,container,container,containers,bowl,Is it true that bowls are a type of container?,Is it true that containers are a type of bowl?
1869,7473,toad,toads,animal,animal,animals,toad,Is it true that toads are a type of animal?,Is it true that animals are a type of toad?
1870,7477,spacesuit,spacesuits,clothing,clothing,clothing,spacesuit,Is it true that spacesuits are a type of clothing?,Is it true that clothing is a type of spacesuit?
1871,7481,spacesuit,spacesuits,protective clothing,protective clothing,protective clothings,spacesuit,Is it true that spacesuits are a type of protective clothing?,Is it true that protective clothings is a type of spacesuit?
1872,7485,doily,doilies,home decor,home decor,home decors,doily,Is it true that doilies are a type of home decor?,Is it true that home decors is a type of doily?
1873,7489,mallet,mallets,tool,tool,tools,mallet,Is it true that mallets are a type of tool?,Is it true that tools are a type of mallet?
1874,7493,hatbox,hatboxes,container,container,containers,hatbox,Is it true that hatboxes are a type of container?,Is it true that containers are a type of hatbox?
1875,7497,pretzel,pretzels,food,food,foods,pretzel,Is it true that pretzels are a type of food?,Is it true that foods is a type of pretzel?
