item,idx,ns_id,category,category_item,hypernym,hypernym_item,negative_sample,negative_item,hypernym_question,negative_question
1701,6801,ns_1,flamingo,flamingoes,bird,bird,toy,toy,Is it true that flamingoes are a type of bird?,Is it true that flamingoes are a type of toy?
1701,6802,ns_2,flamingo,flamingoes,bird,bird,tool,tool,Is it true that flamingoes are a type of bird?,Is it true that flamingoes are a type of tool?
1701,6803,ns_3,flamingo,flamingoes,bird,bird,medical equipment,medical equipment,Is it true that flamingoes are a type of bird?,Is it true that flamingoes are a type of medical equipment?
1701,6804,ns_4,flamingo,flamingoes,bird,bird,school supply,school supply,Is it true that flamingoes are a type of bird?,Is it true that flamingoes are a type of school supply?
1702,6805,ns_1,scrabble,scrabble,game,game,fruit,fruit,Is it true that scrabble is a type of game?,Is it true that scrabble is a type of fruit?
1702,6806,ns_2,scrabble,scrabble,game,game,seafood,seafood,Is it true that scrabble is a type of game?,Is it true that scrabble is a type of seafood?
1702,6807,ns_3,scrabble,scrabble,game,game,drink,drink,Is it true that scrabble is a type of game?,Is it true that scrabble is a type of drink?
1702,6808,ns_4,scrabble,scrabble,game,game,clothing,clothing,Is it true that scrabble is a type of game?,Is it true that scrabble is a type of clothing?
1703,6809,ns_1,dashboard,dashboards,auto part,auto part,fruit,fruit,Is it true that dashboards are a type of auto part?,Is it true that dashboards are a type of fruit?
1703,6810,ns_2,dashboard,dashboards,auto part,auto part,seafood,seafood,Is it true that dashboards are a type of auto part?,Is it true that dashboards are a type of seafood?
1703,6811,ns_3,dashboard,dashboards,auto part,auto part,medical equipment,medical equipment,Is it true that dashboards are a type of auto part?,Is it true that dashboards are a type of medical equipment?
1703,6812,ns_4,dashboard,dashboards,auto part,auto part,musical instrument,musical instrument,Is it true that dashboards are a type of auto part?,Is it true that dashboards are a type of musical instrument?
1704,6813,ns_1,nut,nuts,food,food,candy,candy,Is it true that nuts are a type of food?,Is it true that nuts are a type of candy?
1704,6814,ns_2,nut,nuts,food,food,toiletry,toiletry,Is it true that nuts are a type of food?,Is it true that nuts are a type of toiletry?
1704,6815,ns_3,nut,nuts,food,food,drink,drink,Is it true that nuts are a type of food?,Is it true that nuts are a type of drink?
1704,6816,ns_4,nut,nuts,food,food,bird,bird,Is it true that nuts are a type of food?,Is it true that nuts are a type of bird?
1705,6817,ns_1,buggy,buggies,vehicle,vehicle,dessert,dessert,Is it true that buggies are a type of vehicle?,Is it true that buggies are a type of dessert?
1705,6818,ns_2,buggy,buggies,vehicle,vehicle,livestock,livestock,Is it true that buggies are a type of vehicle?,Is it true that buggies are a type of livestock?
1705,6819,ns_3,buggy,buggies,vehicle,vehicle,kitchen tool,kitchen tool,Is it true that buggies are a type of vehicle?,Is it true that buggies are a type of kitchen tool?
1705,6820,ns_4,buggy,buggies,vehicle,vehicle,sea animal,sea animal,Is it true that buggies are a type of vehicle?,Is it true that buggies are a type of sea animal?
1706,6821,ns_1,chopsticks,chopsticks,tool,tool,vegetable,vegetable,Is it true that chopsticks are a type of tool?,Is it true that chopsticks are a type of vegetable?
1706,6822,ns_2,chopsticks,chopsticks,tool,tool,game,game,Is it true that chopsticks are a type of tool?,Is it true that chopsticks are a type of game?
1706,6823,ns_3,chopsticks,chopsticks,tool,tool,furniture,furniture,Is it true that chopsticks are a type of tool?,Is it true that chopsticks are a type of furniture?
1706,6824,ns_4,chopsticks,chopsticks,tool,tool,accessory,accessory,Is it true that chopsticks are a type of tool?,Is it true that chopsticks are a type of accessory?
1707,6825,ns_1,cash machine,cash machines,electronic device,electronic device,clothing,clothing,Is it true that cash machines are a type of electronic device?,Is it true that cash machines are a type of clothing?
1707,6826,ns_2,cash machine,cash machines,electronic device,electronic device,footwear,footwear,Is it true that cash machines are a type of electronic device?,Is it true that cash machines are a type of footwear?
1707,6827,ns_3,cash machine,cash machines,electronic device,electronic device,seafood,seafood,Is it true that cash machines are a type of electronic device?,Is it true that cash machines are a type of seafood?
1707,6828,ns_4,cash machine,cash machines,electronic device,electronic device,game,game,Is it true that cash machines are a type of electronic device?,Is it true that cash machines are a type of game?
1708,6829,ns_1,goblet,goblets,container,container,footwear,footwear,Is it true that goblets are a type of container?,Is it true that goblets are a type of footwear?
1708,6830,ns_2,goblet,goblets,container,container,candy,candy,Is it true that goblets are a type of container?,Is it true that goblets are a type of candy?
1708,6831,ns_3,goblet,goblets,container,container,insect,insect,Is it true that goblets are a type of container?,Is it true that goblets are a type of insect?
1708,6832,ns_4,goblet,goblets,container,container,livestock,livestock,Is it true that goblets are a type of container?,Is it true that goblets are a type of livestock?
1709,6833,ns_1,leotard,leotards,clothing,clothing,protective clothing,protective clothing,Is it true that leotards are a type of clothing?,Is it true that leotards are a type of protective clothing?
1709,6834,ns_2,leotard,leotards,clothing,clothing,fastener,fastener,Is it true that leotards are a type of clothing?,Is it true that leotards are a type of fastener?
1709,6835,ns_3,leotard,leotards,clothing,clothing,bird,bird,Is it true that leotards are a type of clothing?,Is it true that leotards are a type of bird?
1709,6836,ns_4,leotard,leotards,clothing,clothing,drink,drink,Is it true that leotards are a type of clothing?,Is it true that leotards are a type of drink?
1710,6837,ns_1,keg,kegs,container,container,office supply,office supply,Is it true that kegs are a type of container?,Is it true that kegs are a type of office supply?
1710,6838,ns_2,keg,kegs,container,container,garden tool,garden tool,Is it true that kegs are a type of container?,Is it true that kegs are a type of garden tool?
1710,6839,ns_3,keg,kegs,container,container,weapon,weapon,Is it true that kegs are a type of container?,Is it true that kegs are a type of weapon?
1710,6840,ns_4,keg,kegs,container,container,musical instrument,musical instrument,Is it true that kegs are a type of container?,Is it true that kegs are a type of musical instrument?
1711,6841,ns_1,seahorse,seahorses,sea animal,sea animal,food,food,Is it true that seahorses are a type of sea animal?,Is it true that seahorses are a type of food?
1711,6842,ns_2,seahorse,seahorses,sea animal,sea animal,game,game,Is it true that seahorses are a type of sea animal?,Is it true that seahorses are a type of game?
1711,6843,ns_3,seahorse,seahorses,sea animal,sea animal,garden tool,garden tool,Is it true that seahorses are a type of sea animal?,Is it true that seahorses are a type of garden tool?
1711,6844,ns_4,seahorse,seahorses,sea animal,sea animal,clothing,clothing,Is it true that seahorses are a type of sea animal?,Is it true that seahorses are a type of clothing?
1712,6845,ns_1,seahorse,seahorses,animal,animal,musical instrument,musical instrument,Is it true that seahorses are a type of animal?,Is it true that seahorses are a type of musical instrument?
1712,6846,ns_2,seahorse,seahorses,animal,animal,kitchen equipment,kitchen equipment,Is it true that seahorses are a type of animal?,Is it true that seahorses are a type of kitchen equipment?
1712,6847,ns_3,seahorse,seahorses,animal,animal,women's clothing,women's clothes,Is it true that seahorses are a type of animal?,Is it true that seahorses are a type of women's clothes?
1712,6848,ns_4,seahorse,seahorses,animal,animal,bird,bird,Is it true that seahorses are a type of animal?,Is it true that seahorses are a type of bird?
1713,6849,ns_1,swimsuit,swimsuits,clothing,clothing,accessory,accessory,Is it true that swimsuits are a type of clothing?,Is it true that swimsuits are a type of accessory?
1713,6850,ns_2,swimsuit,swimsuits,clothing,clothing,animal,animal,Is it true that swimsuits are a type of clothing?,Is it true that swimsuits are a type of animal?
1713,6851,ns_3,swimsuit,swimsuits,clothing,clothing,school supply,school supply,Is it true that swimsuits are a type of clothing?,Is it true that swimsuits are a type of school supply?
1713,6852,ns_4,swimsuit,swimsuits,clothing,clothing,vegetable,vegetable,Is it true that swimsuits are a type of clothing?,Is it true that swimsuits are a type of vegetable?
1714,6853,ns_1,patch,patches,accessory,accessory,condiment,condiment,Is it true that patches are a type of accessory?,Is it true that patches are a type of condiment?
1714,6854,ns_2,patch,patches,accessory,accessory,musical instrument,musical instrument,Is it true that patches are a type of accessory?,Is it true that patches are a type of musical instrument?
1714,6855,ns_3,patch,patches,accessory,accessory,fruit,fruit,Is it true that patches are a type of accessory?,Is it true that patches are a type of fruit?
1714,6856,ns_4,patch,patches,accessory,accessory,jewelry,jewelry,Is it true that patches are a type of accessory?,Is it true that patches are a type of jewelry?
1715,6857,ns_1,toothpaste,toothpaste,toiletry,toiletry,sea animal,sea animal,Is it true that toothpaste is a type of toiletry?,Is it true that toothpaste is a type of sea animal?
1715,6858,ns_2,toothpaste,toothpaste,toiletry,toiletry,electronic device,electronic device,Is it true that toothpaste is a type of toiletry?,Is it true that toothpaste is a type of electronic device?
1715,6859,ns_3,toothpaste,toothpaste,toiletry,toiletry,candy,candy,Is it true that toothpaste is a type of toiletry?,Is it true that toothpaste is a type of candy?
1715,6860,ns_4,toothpaste,toothpaste,toiletry,toiletry,condiment,condiment,Is it true that toothpaste is a type of toiletry?,Is it true that toothpaste is a type of condiment?
1716,6861,ns_1,tea,tea,drink,drink,game,game,Is it true that tea is a type of drink?,Is it true that tea is a type of game?
1716,6862,ns_2,tea,tea,drink,drink,tool,tool,Is it true that tea is a type of drink?,Is it true that tea is a type of tool?
1716,6863,ns_3,tea,tea,drink,drink,footwear,footwear,Is it true that tea is a type of drink?,Is it true that tea is a type of footwear?
1716,6864,ns_4,tea,tea,drink,drink,clothing,clothing,Is it true that tea is a type of drink?,Is it true that tea is a type of clothing?
1717,6865,ns_1,slicer,slicers,electronic device,electronic device,auto part,auto part,Is it true that slicers are a type of electronic device?,Is it true that slicers are a type of auto part?
1717,6866,ns_2,slicer,slicers,electronic device,electronic device,garden tool,garden tool,Is it true that slicers are a type of electronic device?,Is it true that slicers are a type of garden tool?
1717,6867,ns_3,slicer,slicers,electronic device,electronic device,sea animal,sea animal,Is it true that slicers are a type of electronic device?,Is it true that slicers are a type of sea animal?
1717,6868,ns_4,slicer,slicers,electronic device,electronic device,weapon,weapon,Is it true that slicers are a type of electronic device?,Is it true that slicers are a type of weapon?
1718,6869,ns_1,slicer,slicers,kitchen equipment,kitchen equipment,bird,bird,Is it true that slicers are a type of kitchen equipment?,Is it true that slicers are a type of bird?
1718,6870,ns_2,slicer,slicers,kitchen equipment,kitchen equipment,food,food,Is it true that slicers are a type of kitchen equipment?,Is it true that slicers are a type of food?
1718,6871,ns_3,slicer,slicers,kitchen equipment,kitchen equipment,seafood,seafood,Is it true that slicers are a type of kitchen equipment?,Is it true that slicers are a type of seafood?
1718,6872,ns_4,slicer,slicers,kitchen equipment,kitchen equipment,musical instrument,musical instrument,Is it true that slicers are a type of kitchen equipment?,Is it true that slicers are a type of musical instrument?
1719,6873,ns_1,stuffing,stuffing,food,food,office supply,office supply,Is it true that stuffing is a type of food?,Is it true that stuffing is a type of office supply?
1719,6874,ns_2,stuffing,stuffing,food,food,animal,animal,Is it true that stuffing is a type of food?,Is it true that stuffing is a type of animal?
1719,6875,ns_3,stuffing,stuffing,food,food,fruit,fruit,Is it true that stuffing is a type of food?,Is it true that stuffing is a type of fruit?
1719,6876,ns_4,stuffing,stuffing,food,food,toiletry,toiletry,Is it true that stuffing is a type of food?,Is it true that stuffing is a type of toiletry?
1720,6877,ns_1,stamp,stamps,tool,tool,garden tool,garden tool,Is it true that stamps are a type of tool?,Is it true that stamps are a type of garden tool?
1720,6878,ns_2,stamp,stamps,tool,tool,medical equipment,medical equipment,Is it true that stamps are a type of tool?,Is it true that stamps are a type of medical equipment?
1720,6879,ns_3,stamp,stamps,tool,tool,electronic device,electronic device,Is it true that stamps are a type of tool?,Is it true that stamps are a type of electronic device?
1720,6880,ns_4,stamp,stamps,tool,tool,vegetable,vegetable,Is it true that stamps are a type of tool?,Is it true that stamps are a type of vegetable?
1721,6881,ns_1,abacus,abacuses,home decor,home decor,food,food,Is it true that abacuses are a type of home decor?,Is it true that abacuses are a type of food?
1721,6882,ns_2,abacus,abacuses,home decor,home decor,toy,toy,Is it true that abacuses are a type of home decor?,Is it true that abacuses are a type of toy?
1721,6883,ns_3,abacus,abacuses,home decor,home decor,tool,tool,Is it true that abacuses are a type of home decor?,Is it true that abacuses are a type of tool?
1721,6884,ns_4,abacus,abacuses,home decor,home decor,school supply,school supply,Is it true that abacuses are a type of home decor?,Is it true that abacuses are a type of school supply?
1722,6885,ns_1,frame,frames,home decor,home decor,seafood,seafood,Is it true that frames are a type of home decor?,Is it true that frames are a type of seafood?
1722,6886,ns_2,frame,frames,home decor,home decor,sea animal,sea animal,Is it true that frames are a type of home decor?,Is it true that frames are a type of sea animal?
1722,6887,ns_3,frame,frames,home decor,home decor,kitchen tool,kitchen tool,Is it true that frames are a type of home decor?,Is it true that frames are a type of kitchen tool?
1722,6888,ns_4,frame,frames,home decor,home decor,footwear,footwear,Is it true that frames are a type of home decor?,Is it true that frames are a type of footwear?
1723,6889,ns_1,cane,canes,medical equipment,medical equipment,food,food,Is it true that canes are a type of medical equipment?,Is it true that canes are a type of food?
1723,6890,ns_2,cane,canes,medical equipment,medical equipment,school supply,school supply,Is it true that canes are a type of medical equipment?,Is it true that canes are a type of school supply?
1723,6891,ns_3,cane,canes,medical equipment,medical equipment,musical instrument,musical instrument,Is it true that canes are a type of medical equipment?,Is it true that canes are a type of musical instrument?
1723,6892,ns_4,cane,canes,medical equipment,medical equipment,office supply,office supply,Is it true that canes are a type of medical equipment?,Is it true that canes are a type of office supply?
1724,6893,ns_1,lightbulb,lightbulbs,tool,tool,clothing,clothing,Is it true that lightbulbs are a type of tool?,Is it true that lightbulbs are a type of clothing?
1724,6894,ns_2,lightbulb,lightbulbs,tool,tool,bird,bird,Is it true that lightbulbs are a type of tool?,Is it true that lightbulbs are a type of bird?
1724,6895,ns_3,lightbulb,lightbulbs,tool,tool,sea animal,sea animal,Is it true that lightbulbs are a type of tool?,Is it true that lightbulbs are a type of sea animal?
1724,6896,ns_4,lightbulb,lightbulbs,tool,tool,auto part,auto part,Is it true that lightbulbs are a type of tool?,Is it true that lightbulbs are a type of auto part?
1725,6897,ns_1,trunk,trunks,container,container,dessert,dessert,Is it true that trunks are a type of container?,Is it true that trunks are a type of dessert?
1725,6898,ns_2,trunk,trunks,container,container,vegetable,vegetable,Is it true that trunks are a type of container?,Is it true that trunks are a type of vegetable?
1725,6899,ns_3,trunk,trunks,container,container,weapon,weapon,Is it true that trunks are a type of container?,Is it true that trunks are a type of weapon?
1725,6900,ns_4,trunk,trunks,container,container,plant,plant,Is it true that trunks are a type of container?,Is it true that trunks are a type of plant?
1726,6901,ns_1,vegetable,vegetables,food,food,livestock,livestock,Is it true that vegetables are a type of food?,Is it true that vegetables are a type of livestock?
1726,6902,ns_2,vegetable,vegetables,food,food,seafood,seafood,Is it true that vegetables are a type of food?,Is it true that vegetables are a type of seafood?
1726,6903,ns_3,vegetable,vegetables,food,food,weapon,weapon,Is it true that vegetables are a type of food?,Is it true that vegetables are a type of weapon?
1726,6904,ns_4,vegetable,vegetables,food,food,accessory,accessory,Is it true that vegetables are a type of food?,Is it true that vegetables are a type of accessory?
1727,6905,ns_1,dessert,desserts,food,food,auto part,auto part,Is it true that desserts are a type of food?,Is it true that desserts are a type of auto part?
1727,6906,ns_2,dessert,desserts,food,food,vehicle,vehicle,Is it true that desserts are a type of food?,Is it true that desserts are a type of vehicle?
1727,6907,ns_3,dessert,desserts,food,food,outerwear,outerwear,Is it true that desserts are a type of food?,Is it true that desserts are a type of outerwear?
1727,6908,ns_4,dessert,desserts,food,food,accessory,accessory,Is it true that desserts are a type of food?,Is it true that desserts are a type of accessory?
1728,6909,ns_1,tortellini,tortellini,food,food,outerwear,outerwear,Is it true that tortellini is a type of food?,Is it true that tortellini is a type of outerwear?
1728,6910,ns_2,tortellini,tortellini,food,food,office supply,office supply,Is it true that tortellini is a type of food?,Is it true that tortellini is a type of office supply?
1728,6911,ns_3,tortellini,tortellini,food,food,insect,insect,Is it true that tortellini is a type of food?,Is it true that tortellini is a type of insect?
1728,6912,ns_4,tortellini,tortellini,food,food,water vehicle,water vehicle,Is it true that tortellini is a type of food?,Is it true that tortellini is a type of water vehicle?
1729,6913,ns_1,hammock,hammocks,furniture,furniture,clothing,clothing,Is it true that hammocks are a type of furniture?,Is it true that hammocks are a type of clothing?
1729,6914,ns_2,hammock,hammocks,furniture,furniture,electronic device,electronic device,Is it true that hammocks are a type of furniture?,Is it true that hammocks are a type of electronic device?
1729,6915,ns_3,hammock,hammocks,furniture,furniture,kitchen equipment,kitchen equipment,Is it true that hammocks are a type of furniture?,Is it true that hammocks are a type of kitchen equipment?
1729,6916,ns_4,hammock,hammocks,furniture,furniture,animal,animal,Is it true that hammocks are a type of furniture?,Is it true that hammocks are a type of animal?
1730,6917,ns_1,shawl,shawls,clothing,clothing,food,food,Is it true that shawls are a type of clothing?,Is it true that shawls are a type of food?
1730,6918,ns_2,shawl,shawls,clothing,clothing,sea animal,sea animal,Is it true that shawls are a type of clothing?,Is it true that shawls are a type of sea animal?
1730,6919,ns_3,shawl,shawls,clothing,clothing,animal,animal,Is it true that shawls are a type of clothing?,Is it true that shawls are a type of animal?
1730,6920,ns_4,shawl,shawls,clothing,clothing,toiletry,toiletry,Is it true that shawls are a type of clothing?,Is it true that shawls are a type of toiletry?
1731,6921,ns_1,shawl,shawls,accessory,accessory,garden tool,garden tool,Is it true that shawls are a type of accessory?,Is it true that shawls are a type of garden tool?
1731,6922,ns_2,shawl,shawls,accessory,accessory,candy,candy,Is it true that shawls are a type of accessory?,Is it true that shawls are a type of candy?
1731,6923,ns_3,shawl,shawls,accessory,accessory,electronic device,electronic device,Is it true that shawls are a type of accessory?,Is it true that shawls are a type of electronic device?
1731,6924,ns_4,shawl,shawls,accessory,accessory,footwear,footwear,Is it true that shawls are a type of accessory?,Is it true that shawls are a type of footwear?
1732,6925,ns_1,shawl,shawls,outerwear,outerwear,animal,animal,Is it true that shawls are a type of outerwear?,Is it true that shawls are a type of animal?
1732,6926,ns_2,shawl,shawls,outerwear,outerwear,vegetable,vegetable,Is it true that shawls are a type of outerwear?,Is it true that shawls are a type of vegetable?
1732,6927,ns_3,shawl,shawls,outerwear,outerwear,plant,plant,Is it true that shawls are a type of outerwear?,Is it true that shawls are a type of plant?
1732,6928,ns_4,shawl,shawls,outerwear,outerwear,fastener,fastener,Is it true that shawls are a type of outerwear?,Is it true that shawls are a type of fastener?
1733,6929,ns_1,grass,grass,plant,plant,protective clothing,protective clothing,Is it true that grass is a type of plant?,Is it true that grass is a type of protective clothing?
1733,6930,ns_2,grass,grass,plant,plant,kitchen equipment,kitchen equipment,Is it true that grass is a type of plant?,Is it true that grass is a type of kitchen equipment?
1733,6931,ns_3,grass,grass,plant,plant,mammal,mammal,Is it true that grass is a type of plant?,Is it true that grass is a type of mammal?
1733,6932,ns_4,grass,grass,plant,plant,candy,candy,Is it true that grass is a type of plant?,Is it true that grass is a type of candy?
1734,6933,ns_1,dollhouse,dollhouses,toy,toy,office supply,office supply,Is it true that dollhouses are a type of toy?,Is it true that dollhouses are a type of office supply?
1734,6934,ns_2,dollhouse,dollhouses,toy,toy,plant,plant,Is it true that dollhouses are a type of toy?,Is it true that dollhouses are a type of plant?
1734,6935,ns_3,dollhouse,dollhouses,toy,toy,accessory,accessory,Is it true that dollhouses are a type of toy?,Is it true that dollhouses are a type of accessory?
1734,6936,ns_4,dollhouse,dollhouses,toy,toy,electronic device,electronic device,Is it true that dollhouses are a type of toy?,Is it true that dollhouses are a type of electronic device?
1735,6937,ns_1,duffel bag,duffel bags,container,container,tool,tool,Is it true that duffel bags are a type of container?,Is it true that duffel bags are a type of tool?
1735,6938,ns_2,duffel bag,duffel bags,container,container,accessory,accessory,Is it true that duffel bags are a type of container?,Is it true that duffel bags are a type of accessory?
1735,6939,ns_3,duffel bag,duffel bags,container,container,animal,animal,Is it true that duffel bags are a type of container?,Is it true that duffel bags are a type of animal?
1735,6940,ns_4,duffel bag,duffel bags,container,container,mammal,mammal,Is it true that duffel bags are a type of container?,Is it true that duffel bags are a type of mammal?
1736,6941,ns_1,bird,birds,animal,animal,furniture,furniture,Is it true that birds are a type of animal?,Is it true that birds are a type of furniture?
1736,6942,ns_2,bird,birds,animal,animal,musical instrument,musical instrument,Is it true that birds are a type of animal?,Is it true that birds are a type of musical instrument?
1736,6943,ns_3,bird,birds,animal,animal,accessory,accessory,Is it true that birds are a type of animal?,Is it true that birds are a type of accessory?
1736,6944,ns_4,bird,birds,animal,animal,bird,bird,Is it true that birds are a type of animal?,Is it true that birds are a type of bird?
1737,6945,ns_1,taxi,taxis,vehicle,vehicle,drink,drink,Is it true that taxis are a type of vehicle?,Is it true that taxis are a type of drink?
1737,6946,ns_2,taxi,taxis,vehicle,vehicle,animal,animal,Is it true that taxis are a type of vehicle?,Is it true that taxis are a type of animal?
1737,6947,ns_3,taxi,taxis,vehicle,vehicle,toiletry,toiletry,Is it true that taxis are a type of vehicle?,Is it true that taxis are a type of toiletry?
1737,6948,ns_4,taxi,taxis,vehicle,vehicle,electronic device,electronic device,Is it true that taxis are a type of vehicle?,Is it true that taxis are a type of electronic device?
1738,6949,ns_1,beachball,beachballs,toy,toy,mammal,mammal,Is it true that beachballs are a type of toy?,Is it true that beachballs are a type of mammal?
1738,6950,ns_2,beachball,beachballs,toy,toy,insect,insect,Is it true that beachballs are a type of toy?,Is it true that beachballs are a type of insect?
1738,6951,ns_3,beachball,beachballs,toy,toy,toiletry,toiletry,Is it true that beachballs are a type of toy?,Is it true that beachballs are a type of toiletry?
1738,6952,ns_4,beachball,beachballs,toy,toy,seafood,seafood,Is it true that beachballs are a type of toy?,Is it true that beachballs are a type of seafood?
1739,6953,ns_1,washing machine,washing machines,electronic device,electronic device,home decor,home decor,Is it true that washing machines are a type of electronic device?,Is it true that washing machines are a type of home decor?
1739,6954,ns_2,washing machine,washing machines,electronic device,electronic device,water vehicle,water vehicle,Is it true that washing machines are a type of electronic device?,Is it true that washing machines are a type of water vehicle?
1739,6955,ns_3,washing machine,washing machines,electronic device,electronic device,office supply,office supply,Is it true that washing machines are a type of electronic device?,Is it true that washing machines are a type of office supply?
1739,6956,ns_4,washing machine,washing machines,electronic device,electronic device,mammal,mammal,Is it true that washing machines are a type of electronic device?,Is it true that washing machines are a type of mammal?
1740,6957,ns_1,dresser,dressers,furniture,furniture,headwear,headwear,Is it true that dressers are a type of furniture?,Is it true that dressers are a type of headwear?
1740,6958,ns_2,dresser,dressers,furniture,furniture,water vehicle,water vehicle,Is it true that dressers are a type of furniture?,Is it true that dressers are a type of water vehicle?
1740,6959,ns_3,dresser,dressers,furniture,furniture,home decor,home decor,Is it true that dressers are a type of furniture?,Is it true that dressers are a type of home decor?
1740,6960,ns_4,dresser,dressers,furniture,furniture,candy,candy,Is it true that dressers are a type of furniture?,Is it true that dressers are a type of candy?
1741,6961,ns_1,dresser,dressers,container,container,bird,bird,Is it true that dressers are a type of container?,Is it true that dressers are a type of bird?
1741,6962,ns_2,dresser,dressers,container,container,accessory,accessory,Is it true that dressers are a type of container?,Is it true that dressers are a type of accessory?
1741,6963,ns_3,dresser,dressers,container,container,auto part,auto part,Is it true that dressers are a type of container?,Is it true that dressers are a type of auto part?
1741,6964,ns_4,dresser,dressers,container,container,animal,animal,Is it true that dressers are a type of container?,Is it true that dressers are a type of animal?
1742,6965,ns_1,marker,markers,tool,tool,vegetable,vegetable,Is it true that markers are a type of tool?,Is it true that markers are a type of vegetable?
1742,6966,ns_2,marker,markers,tool,tool,sea animal,sea animal,Is it true that markers are a type of tool?,Is it true that markers are a type of sea animal?
1742,6967,ns_3,marker,markers,tool,tool,women's clothing,women's clothes,Is it true that markers are a type of tool?,Is it true that markers are a type of women's clothes?
1742,6968,ns_4,marker,markers,tool,tool,fruit,fruit,Is it true that markers are a type of tool?,Is it true that markers are a type of fruit?
1743,6969,ns_1,marker,markers,school supply,school supply,vegetable,vegetable,Is it true that markers are a type of school supply?,Is it true that markers are a type of vegetable?
1743,6970,ns_2,marker,markers,school supply,school supply,candy,candy,Is it true that markers are a type of school supply?,Is it true that markers are a type of candy?
1743,6971,ns_3,marker,markers,school supply,school supply,dessert,dessert,Is it true that markers are a type of school supply?,Is it true that markers are a type of dessert?
1743,6972,ns_4,marker,markers,school supply,school supply,accessory,accessory,Is it true that markers are a type of school supply?,Is it true that markers are a type of accessory?
1744,6973,ns_1,sled,sleds,vehicle,vehicle,animal,animal,Is it true that sleds are a type of vehicle?,Is it true that sleds are a type of animal?
1744,6974,ns_2,sled,sleds,vehicle,vehicle,mammal,mammal,Is it true that sleds are a type of vehicle?,Is it true that sleds are a type of mammal?
1744,6975,ns_3,sled,sleds,vehicle,vehicle,water vehicle,water vehicle,Is it true that sleds are a type of vehicle?,Is it true that sleds are a type of water vehicle?
1744,6976,ns_4,sled,sleds,vehicle,vehicle,toiletry,toiletry,Is it true that sleds are a type of vehicle?,Is it true that sleds are a type of toiletry?
1745,6977,ns_1,fig,figs,fruit,fruit,fastener,fastener,Is it true that figs are a type of fruit?,Is it true that figs are a type of fastener?
1745,6978,ns_2,fig,figs,fruit,fruit,vegetable,vegetable,Is it true that figs are a type of fruit?,Is it true that figs are a type of vegetable?
1745,6979,ns_3,fig,figs,fruit,fruit,furniture,furniture,Is it true that figs are a type of fruit?,Is it true that figs are a type of furniture?
1745,6980,ns_4,fig,figs,fruit,fruit,condiment,condiment,Is it true that figs are a type of fruit?,Is it true that figs are a type of condiment?
1746,6981,ns_1,fig,figs,food,food,container,container,Is it true that figs are a type of food?,Is it true that figs are a type of container?
1746,6982,ns_2,fig,figs,food,food,school supply,school supply,Is it true that figs are a type of food?,Is it true that figs are a type of school supply?
1746,6983,ns_3,fig,figs,food,food,condiment,condiment,Is it true that figs are a type of food?,Is it true that figs are a type of condiment?
1746,6984,ns_4,fig,figs,food,food,kitchen equipment,kitchen equipment,Is it true that figs are a type of food?,Is it true that figs are a type of kitchen equipment?
1747,6985,ns_1,moccasin,moccasins,footwear,footwear,container,container,Is it true that moccasins are a type of footwear?,Is it true that moccasins are a type of container?
1747,6986,ns_2,moccasin,moccasins,footwear,footwear,garden tool,garden tool,Is it true that moccasins are a type of footwear?,Is it true that moccasins are a type of garden tool?
1747,6987,ns_3,moccasin,moccasins,footwear,footwear,drink,drink,Is it true that moccasins are a type of footwear?,Is it true that moccasins are a type of drink?
1747,6988,ns_4,moccasin,moccasins,footwear,footwear,game,game,Is it true that moccasins are a type of footwear?,Is it true that moccasins are a type of game?
1748,6989,ns_1,moccasin,moccasins,clothing,clothing,bird,bird,Is it true that moccasins are a type of clothing?,Is it true that moccasins are a type of bird?
1748,6990,ns_2,moccasin,moccasins,clothing,clothing,food,food,Is it true that moccasins are a type of clothing?,Is it true that moccasins are a type of food?
1748,6991,ns_3,moccasin,moccasins,clothing,clothing,seafood,seafood,Is it true that moccasins are a type of clothing?,Is it true that moccasins are a type of seafood?
1748,6992,ns_4,moccasin,moccasins,clothing,clothing,musical instrument,musical instrument,Is it true that moccasins are a type of clothing?,Is it true that moccasins are a type of musical instrument?
1749,6993,ns_1,sugar cube,sugar cubes,food,food,animal,animal,Is it true that sugar cubes are a type of food?,Is it true that sugar cubes are a type of animal?
1749,6994,ns_2,sugar cube,sugar cubes,food,food,footwear,footwear,Is it true that sugar cubes are a type of food?,Is it true that sugar cubes are a type of footwear?
1749,6995,ns_3,sugar cube,sugar cubes,food,food,dessert,dessert,Is it true that sugar cubes are a type of food?,Is it true that sugar cubes are a type of dessert?
1749,6996,ns_4,sugar cube,sugar cubes,food,food,garden tool,garden tool,Is it true that sugar cubes are a type of food?,Is it true that sugar cubes are a type of garden tool?
1750,6997,ns_1,doorknocker,doorknockers,home decor,home decor,fastener,fastener,Is it true that doorknockers are a type of home decor?,Is it true that doorknockers are a type of fastener?
1750,6998,ns_2,doorknocker,doorknockers,home decor,home decor,fruit,fruit,Is it true that doorknockers are a type of home decor?,Is it true that doorknockers are a type of fruit?
1750,6999,ns_3,doorknocker,doorknockers,home decor,home decor,condiment,condiment,Is it true that doorknockers are a type of home decor?,Is it true that doorknockers are a type of condiment?
